AL,ANONYMOUS_1,CA,S,V40,FE,U4,PQINDEX,U6,B,ZN,P,CU,U14,BA,U20,MG,SI,U25,U50,Y_LABEL
5,6557,2183,5649,60.4,4,12857.0,9,4581.0,2,449,334,3,58.0,0,5.0,2,2,3.0,0.0,0
3,2046,91,2778,44.5,34,23484.0,11,4854.0,3,716,517,127,120.0,1,18.0,7,4,10.0,0.0,0
3,1175,1152,1226,44.3,6,8138.0,7,517.0,3,701,501,26,28.0,2,11.0,2,3,6.0,1.0,0
3,2595,2401,2697,47.7,6,6732.0,8,3421.0,13,630,454,4,128.0,0,15.0,2,0,13.0,9.0,0
0,1735,1159,3028,49.7,9,42371.0,13,29762.0,33,419,299,10,211.0,0,39.0,3,3,37.0,2.0,0
0,4308,21,10090,67.7,7,19563.0,15,1529.0,38,279,239,0,113.0,0,37.0,5,1,31.0,3.0,0
2,1786,24,2998,55.6,41,2050.0,23,403.0,164,381,286,9,17.0,0,3.0,0,1,2.0,1.0,0
2,7325,17,5988,71.1,3,7188.0,20,3833.0,0,33,47,2,329.0,0,110.0,0,1,63.0,57.0,0
2,1366,4,3056,54.4,5,17024.0,1,619.0,0,476,353,110,21.0,4,9.0,0,0,7.0,1.0,0
1,9999,111,1191,44.8,1,23499.0,10,2779.0,6,691,454,4,17.0,0,4.0,2,0,4.0,0.0,0
3,1798,2870,1380,44.5,5,4875.0,15,2045.0,189,742,458,11,135.0,0,26.0,4,1,9.0,7.0,0
29,1324,82,1663,46.1,38,21790.0,30,9034.0,114,556,416,215,144.0,0,29.0,4,3,5.0,0.0,0
9,1382,2909,1352,43.5,3,24083.0,14,21112.0,8,616,436,170,2520.0,0,520.0,0,4,158.0,1.0,0
0,2603,11,8281,69.8,3,17425.0,68,2263.0,194,262,223,5,182.0,0,79.0,0,0,70.0,7.0,0
1,1703,513,1346,45.5,2,2088.0,19,789.0,151,644,443,3,75.0,1,18.0,3,1,8.0,0.0,0
6,2849,53,2535,45.7,3,4775.0,13,423.0,6,296,262,4,34.0,0,14.0,40,2,11.0,0.0,0
2,1354,37,9338,68.8,10,23172.0,2,14431.0,9,270,234,6,1632.0,1,385.0,0,1,183.0,20.0,0
0,2137,127,3672,104.1,2,4559.0,5,1916.0,0,896,737,0,100.0,0,15.0,11,4,10.0,6.0,0
0,1000,23,1750,44.6,21,7424.0,11,2785.0,0,971,594,8,87.0,0,10.0,2,0,9.0,3.0,0
0,2635,82,1286,46.1,1,1064.0,5,335.0,0,528,498,42,17.0,0,10.0,2,0,9.0,6.0,0
7,1189,1174,7693,51.9,9,23138.0,17,741.0,3,97,112,25,21.0,9,10.0,3,23,6.0,3.0,0
0,4256,464,4753,59.3,20,34654.0,46,16468.0,180,406,297,3,376.0,0,56.0,0,21,19.0,9.0,0
1,1354,161,4702,46.9,75,25287.0,30,21964.0,20,575,464,177,865.0,0,204.0,3,1,51.0,0.0,0
4,3555,2641,1440,42.0,52,8961.0,8,1564.0,181,710,473,198,37.0,0,12.0,2,0,6.0,0.0,0
6,1000,3468,3607,54.2,4,34954.0,15,1382.0,103,484,424,69,36.0,0,4.0,5,0,3.0,0.0,1
0,1705,160,1421,55.9,85,23411.0,22,7828.0,16,463,359,151,426.0,0,67.0,0,3,38.0,4.0,0
0,3524,3329,5362,68.2,11,906.0,5,305.0,112,136,151,35,29.0,0,15.0,1,13,10.0,9.0,0
0,5198,157,8382,68.1,7,21689.0,4,1885.0,5,292,235,2,117.0,0,60.0,0,2,46.0,8.0,0
2,4082,62,1623,54.4,2,6077.0,5,1625.0,0,276,264,33,34.0,0,9.0,1,3,6.0,1.0,0
0,3029,7,1138,44.2,0,5826.0,17,576.0,0,556,171,2,13.0,0,7.0,1,0,6.0,0.0,0
0,1488,137,1158,45.3,2,21013.0,16,2819.0,135,676,457,4,67.0,2,25.0,2,0,19.0,0.0,0
4,2381,3826,3849,53.1,6,22858.0,14,1152.0,492,528,341,6,41.0,0,4.0,1,3,1.0,0.0,0
81,1725,100,4013,51.0,19,37284.0,23,21305.0,128,459,361,22,829.0,1,147.0,3,4,92.0,1.0,1
0,1354,138,944,44.0,2,39014.0,4,9711.0,16,604,414,166,36.0,0,15.0,0,0,11.0,4.0,0
1,3438,29,8356,64.6,8,35975.0,14,20681.0,22,253,200,2,3278.0,0,616.0,0,0,186.0,49.0,0
4,1724,2883,7487,48.4,38,353477.0,32,42393.0,2,366,303,25,167.0,0,67.0,1,2,64.0,0.0,0
3,1700,25,1307,45.4,5,4465.0,10,1023.0,3,693,434,8,84.0,2,32.0,1,2,26.0,21.0,0
4,1727,120,4734,59.6,19,33014.0,16,10933.0,2,594,467,41,414.0,1,67.0,6,2,53.0,4.0,0
1,5746,29,1198,44.6,15,1913.0,12,356.0,4,652,450,8,23.0,0,6.0,3,2,5.0,0.0,1
2,3897,46,5579,62.5,25,37597.0,29,6927.0,3,371,281,3,128.0,0,112.0,2,3,46.0,3.0,0
0,6597,269,4284,60.3,2,9780.0,5,1759.0,14,295,236,16,189.0,0,47.0,3,1,37.0,0.0,0
52,1359,28,2842,58.8,5,9010.0,7,858.0,0,354,272,4,30.0,2,7.0,0,1,5.0,0.0,0
3,1400,3383,1223,43.2,17,23004.0,16,404.0,399,571,452,182,9.0,0,0.0,2,1,0.0,0.0,0
5,9488,30,6843,67.6,15,62188.0,32,6961.0,11,163,152,3,274.0,0,123.0,4,0,102.0,44.0,1
7,1557,2924,1220,44.7,5,19300.0,5,6901.0,198,671,449,164,436.0,0,100.0,10,4,51.0,1.0,0
0,3249,29,7209,62.7,16,45710.0,35,17785.0,173,332,302,5,227.0,0,79.0,0,3,56.0,3.0,0
2,2403,107,4884,58.2,12,31367.0,5,2211.0,0,296,233,33,7.0,0,3.0,4,29,2.0,1.0,0
1,3100,39,7042,70.21,4,6263.0,10,290.0,135,429,327,0,20.0,0,5.0,0,0,4.0,1.0,0
7,2130,2388,1309,44.9,10,16387.0,5,397.0,4,687,461,155,31.0,0,23.0,3,0,13.0,0.0,0
0,2438,98,4556,46.3,7,7105.0,22,147.0,4,408,273,13,4.0,0,1.0,2,6,1.0,0.0,0
3,2130,1898,1562,45.5,4,13096.0,14,2280.0,2,661,455,92,125.0,0,55.0,0,2,22.0,0.0,0
5,1732,3461,872,45.7,0,3004.0,14,613.0,128,460,320,0,52.0,1,13.0,0,0,6.0,6.0,0
0,37579,20,7001,55.8,4,21132.0,7,5539.0,5,291,251,5,370.0,0,117.0,23,3,107.0,1.0,0
7,1530,3290,981,44.6,2,17313.0,18,289.0,118,565,404,141,17.0,1,3.0,0,1,2.0,0.0,0
3,1659,15,4205,58.5,2,16066.0,8,176.0,0,262,260,46,4.0,0,1.0,1,3,0.0,0.0,0
0,4362,29,1235,45.3,4,7157.0,10,1736.0,7,705,461,6,130.0,0,35.0,3,3,23.0,0.0,0
17,1289,44,7289,67.5,37,37621.0,1826,15784.0,13,504,401,2,284.0,5,3.0,31,4,1.0,1.0,0
0,1401,14,2714,47.7,0,12353.0,5,4200.0,0,433,271,0,408.0,2,181.0,2,0,133.0,7.0,0
4,2091,2705,1160,45.1,2,1818.0,19,295.0,112,652,433,3,27.0,0,7.0,2,1,3.0,0.0,0
7,1330,2429,7376,68.1,4,3291.0,12,491.0,204,265,225,1,36.0,0,9.0,3,0,7.0,1.0,0
9,1146,3001,6175,56.5,14,25850.0,16,20503.0,37,148,128,19,1421.0,2,335.0,2,4,170.0,109.0,0
0,3625,10,1708,44.7,4,16330.0,11,6702.0,182,746,495,8,386.0,0,74.0,2,5,18.0,0.0,0
0,1000,118,2455,46.3,5,7264.0,5,701.0,4,87,153,9,28.0,0,16.0,4,2,12.0,2.0,0
0,11726,3,3370,47.1,5,10923.0,11,6055.0,167,580,435,8,350.0,0,138.0,2,3,58.0,1.0,0
1,2036,28,5330,46.3,90,16128.0,45,831.0,2,375,308,166,8.0,0,2.0,0,0,2.0,0.0,0
3,6422,3180,5463,53.0,16,13023.0,18,4446.0,447,573,387,13,340.0,0,48.0,0,3,43.0,0.0,0
1,2032,479,6964,53.0,79,69694.0,32,11037.0,17,626,511,150,104.0,0,46.0,5,3,17.0,0.0,0
0,1000,117,6463,65.2,7,12933.0,115,6116.0,0,189,158,4,3763.0,0,1791.0,0,1,1651.0,5.0,0
9,1368,3491,1114,44.0,8,3995.0,14,1513.0,143,627,414,6,226.0,0,114.0,2,3,107.0,5.0,0
0,2540,165,1063,40.8,2,1400.0,5,313.0,1,665,609,9,11.0,0,4.0,2,2,2.0,2.0,0
1,6534,67,7160,64.3,14,12279.0,21,3218.0,4,335,248,2,110.0,0,17.0,1,2,7.0,4.0,0
1,1693,363,1662,69.4,1,7632.0,5,2058.0,9,25,35,6,88.0,0,14.0,1,3,5.0,3.0,0
0,1854,302,2104,46.1,6,1213.0,5,319.0,8,696,454,12,19.0,0,5.0,2,5,3.0,1.0,0
9,1168,2892,1192,45.0,2,3157.0,19,1051.0,0,667,440,4,40.0,0,16.0,3,0,11.0,3.0,0
0,1499,25,1147,43.4,5,3498.0,9,715.0,23,707,450,4,18.0,5,6.0,2,0,1.0,0.0,0
1,4621,3117,1690,79.9,4,14838.0,17,3896.0,110,345,299,2,1446.0,0,56.0,0,6,23.0,6.0,0
0,1674,220,1060,57.8,2,3555.0,28,1435.0,12,501,360,3,93.0,0,22.0,2,3,7.0,5.0,0
0,1693,177,1305,58.2,2,5292.0,5,1683.0,0,497,373,4,24.0,0,5.0,2,0,4.0,4.0,0
0,3392,3471,994,45.2,2,4086.0,6,1079.0,125,576,496,26,36.0,0,7.0,0,0,5.0,1.0,0
0,4175,18,2886,44.1,49,14068.0,141,8703.0,34,551,397,9,3445.0,0,2663.0,2,1,427.0,2.0,0
8,1205,2283,6730,60.7,2,990.0,12,548.0,3,469,356,1,43.0,4,14.0,1,0,4.0,0.0,0
2,2127,184,1647,45.3,4,6643.0,11,2838.0,177,708,440,6,144.0,0,19.0,2,5,7.0,1.0,0
1,3436,31,7500,58.6,7,21296.0,15,489.0,2,214,177,9,13.0,0,12.0,2,1,9.0,0.0,0
2,6660,2122,5586,60.1,3,6531.0,14,1152.0,6,371,280,1,38.0,0,13.0,1,1,12.0,0.0,1
3,2024,3316,1353,45.7,4,38395.0,13,12663.0,2,576,412,6,183.0,0,34.0,2,1,28.0,5.0,0
3,1718,3516,2943,53.3,15,273436.0,39,77252.0,0,513,373,5,668.0,0,81.0,0,2,43.0,0.0,0
788,7000,389,4629,61.4,2,5111.0,14,1324.0,0,380,292,1,67.0,8,11.0,0,0,4.0,2.0,1
8,2179,2747,8078,68.2,3,5643.0,25,187.0,207,379,298,5,14.0,0,5.0,3,0,4.0,0.0,0
1,1820,17,9760,65.7,14,11444.0,17,7937.0,126,52,72,3,698.0,1,170.0,4,1,78.0,0.0,0
1,5473,2971,4504,69.3,16,32361.0,147,27053.0,1,285,235,14,1806.0,0,422.0,0,2,202.0,6.0,0
0,3825,299,3132,54.1,14,8107.0,3,1982.0,83,625,443,7,159.0,0,34.0,5,6,21.0,0.0,0
0,2125,248,1872,49.6,17,27753.0,9,8720.0,10,534,451,128,526.0,0,28.0,11,3,10.0,0.0,0
3,3073,3503,1279,44.1,7,9817.0,7,611.0,164,701,460,6,19.0,0,5.0,2,2,3.0,0.0,0
0,1688,2075,1143,44.1,1,6391.0,13,278.0,4,717,482,11,4.0,0,0.0,0,0,0.0,0.0,0
2,6423,1212,8741,67.5,6,14643.0,19,3873.0,28,291,240,0,160.0,0,40.0,4,1,30.0,24.0,0
7,4425,2602,3523,69.2,3,8007.0,2,1662.0,208,212,187,2,83.0,0,36.0,0,0,19.0,0.0,0
2,1329,3266,1132,45.1,4,6501.0,13,1748.0,101,673,449,6,33.0,2,2.0,3,5,2.0,1.0,0
1,3154,3092,1185,44.8,1,22451.0,7,4922.0,9,631,429,119,118.0,0,23.0,2,2,9.0,0.0,0
1,3914,17,1011,43.9,9,16711.0,5,5990.0,11,623,396,8,602.0,0,111.0,2,45,62.0,1.0,0
2,3599,49,1047,44.3,39,3665.0,8,1187.0,1,656,463,205,112.0,0,41.0,2,0,36.0,4.0,0
848,4451,82,4113,56.8,4,11916.0,10,4010.0,104,466,346,11,143.0,7,45.0,0,2,25.0,0.0,1
410,2133,195,1108,44.2,9,28483.0,17,12838.0,4,674,408,18,144.0,3,29.0,0,2,18.0,16.0,1
0,2402,3056,2209,46.3,2,17405.0,25,5972.0,4,252,231,3,248.0,0,45.0,32,1,20.0,15.0,0
1,1324,132,927,57.7,4,218.0,30,81.0,0,482,355,6,9.0,0,4.0,3,6,4.0,3.0,0
5,4516,3082,2737,45.8,6,26002.0,14,10833.0,437,654,420,48,608.0,0,190.0,0,6,111.0,6.0,0
5,2833,3065,4203,50.0,3,5194.0,11,891.0,369,626,409,8,22.0,0,3.0,4,0,2.0,1.0,0
1,1630,27,3477,67.8,0,6408.0,5,492.0,1,42,129,3,17.0,0,5.0,1,2,5.0,1.0,0
2,3149,157,4442,68.0,6,8732.0,9,2169.0,16,448,368,1,68.0,0,9.0,0,0,3.0,1.0,0
1,6382,22,3992,49.1,4,3442.0,5,1898.0,2,709,517,2,173.0,0,37.0,0,1,20.0,0.0,1
1,1987,11,1078,44.0,2,2290.0,7,725.0,6,654,437,2,32.0,0,9.0,1,0,7.0,0.0,0
0,3226,36,4480,57.9,10,2542.0,15,635.0,2,269,214,8,20.0,0,2.0,1,4,0.0,0.0,0
1,4498,219,7591,50.3,11,8835.0,20,1371.0,27,364,270,3,47.0,0,19.0,3,0,6.0,2.0,0
2,2136,12,4744,57.1,11,38330.0,20,14320.0,194,420,322,4,189.0,1,24.0,0,10,17.0,0.0,0
195,3947,187,2412,49.6,5,12955.0,7,7174.0,8,636,430,11,538.0,2,72.0,2,46,34.0,17.0,1
2,1000,3112,5377,68.3,4,24662.0,6,2622.0,1,305,247,4,61.0,0,26.0,0,2,20.0,0.0,0
366,1732,63,1303,44.6,6,15670.0,13,14431.0,113,743,500,17,1115.0,4,417.0,3,11,183.0,0.0,1
2,2642,121,3919,65.3,3,3007.0,15,482.0,16,262,240,20,9.0,3,2.0,0,0,1.0,1.0,0
1,5545,20,6083,51.6,5,5882.0,3,777.0,3,510,427,160,41.0,0,22.0,3,1,9.0,0.0,0
2,1511,3224,1320,50.7,8,166282.0,29,61734.0,4,523,351,6,668.0,0,111.0,4,1,97.0,56.0,0
4,1379,2855,1112,44.3,16,13422.0,13,141.0,1,660,452,131,3.0,1,0.0,3,1,0.0,0.0,0
0,1721,41,6987,68.3,9,29573.0,43,1426.0,181,231,269,9,81.0,0,38.0,0,3,33.0,6.0,0
7,1737,2574,8875,43.2,60,28457.0,24,4893.0,28,1000,815,68,199.0,0,85.0,8,11,42.0,0.0,0
9,1375,6,1221,45.1,4,4901.0,4,736.0,189,688,460,6,55.0,1,7.0,0,1,4.0,0.0,0
8,3767,2498,6561,64.6,75,28107.0,25,1571.0,187,409,327,77,4.0,0,2.0,1,2,1.0,0.0,0
1,2180,2828,1286,44.0,4,3517.0,7,981.0,3,637,439,257,28.0,0,5.0,2,2,2.0,0.0,0
4,1236,2739,1201,43.8,4,10654.0,11,4150.0,20,757,438,12,275.0,4,45.0,2,0,14.0,5.0,0
2,1674,105,2258,52.9,3,25499.0,6,1517.0,2,245,214,4,7.0,0,3.0,0,3,2.0,1.0,0
0,1996,127,1139,44.4,2,4308.0,13,644.0,16,785,516,119,41.0,0,15.0,1,0,7.0,0.0,0
2,4265,3356,4252,52.6,7,23757.0,18,5263.0,139,460,335,20,298.0,0,150.0,1,1,81.0,0.0,0
2,2014,3111,7896,45.2,7,37728.0,5,25303.0,132,303,233,38,1778.0,0,71.0,2,6,6.0,1.0,0
2,1161,2570,1391,45.3,2,5387.0,10,333.0,0,674,456,10,34.0,0,10.0,2,2,7.0,0.0,0
4,1567,3696,1178,44.7,3,1227.0,10,311.0,3,644,455,7,21.0,0,4.0,2,0,1.0,0.0,0
4,1968,2026,1183,45.0,2,13892.0,19,3589.0,4,624,438,149,325.0,0,99.0,3,2,38.0,1.0,0
54,2388,69,1076,44.4,2,4545.0,1,705.0,3,536,391,5,42.0,5,9.0,2,0,5.0,0.0,1
5,4040,231,8062,57.1,2,2232.0,5,941.0,7,407,342,5,53.0,0,13.0,7,0,10.0,5.0,0
4,2815,294,4655,42.9,8,20214.0,5,10353.0,115,287,310,180,243.0,1,45.0,0,9,6.0,0.0,0
4,4695,2725,1435,45.8,12,25282.0,193,4823.0,211,549,411,120,205.0,0,24.0,0,1,9.0,0.0,0
3,3095,83,1658,45.0,4,14679.0,6,4441.0,0,570,452,51,207.0,0,58.0,7,3,17.0,5.0,0
5,1572,3561,2068,44.2,175,15114.0,49,1398.0,428,621,465,326,42.0,0,29.0,2,3,23.0,0.0,0
15,4108,3339,1064,44.3,32,25024.0,30,3727.0,77,638,466,227,94.0,0,5.0,0,1,3.0,0.0,0
0,1368,2311,3260,55.8,5,24134.0,35,9538.0,5,448,324,9,449.0,0,51.0,3,0,18.0,12.0,0
0,2767,38,1011,44.7,11,44822.0,12,12196.0,0,469,337,3,259.0,0,33.0,2,4,16.0,13.0,0
2,1345,2957,1009,44.6,5,10167.0,35,1908.0,93,694,451,10,57.0,0,12.0,2,9,4.0,3.0,0
2,4164,23,8355,65.8,8,11986.0,14,2580.0,6,283,244,2,41.0,0,11.0,4,2,5.0,2.0,0
0,78418,9,5787,59.1,28,12399.0,24,1428.0,2,372,305,11,41.0,0,16.0,0,3,9.0,4.0,0
64,1000,54,4747,70.6,7,27674.0,16,19593.0,120,582,443,2,194.0,0,38.0,2,3,22.0,1.0,1
7,3207,3221,3560,50.6,4,4599.0,6,1156.0,244,623,426,5,60.0,0,9.0,2,0,2.0,0.0,0
7,2489,2669,1958,45.3,10,3672.0,20,119.0,216,515,350,8,10.0,0,9.0,0,5,4.0,3.0,0
0,2403,3554,1815,48.3,4,12190.0,5,781.0,121,636,468,142,46.0,0,23.0,3,2,13.0,1.0,0
1,3135,18,1200,43.8,3,1279.0,7,480.0,206,631,457,4,20.0,0,4.0,2,2,2.0,0.0,0
22,1289,469,6136,62.2,24,497703.0,36,17972.0,18,435,338,3,452.0,5,103.0,14,4,41.0,0.0,0
3,1430,3404,1177,44.1,4,533.0,0,223.0,411,665,449,5,26.0,0,10.0,3,1,8.0,2.0,0
3,1414,3306,1711,40.8,4,2720.0,11,425.0,1,596,434,205,7.0,0,2.0,3,2,1.0,0.0,0
5,1166,914,2527,45.0,3,4074.0,10,803.0,2,426,321,3,14.0,2,4.0,2,2,3.0,1.0,0
3,2761,120,1282,45.7,2,414.0,5,135.0,0,727,502,21,8.0,0,5.0,1,0,4.0,2.0,0
2,1380,697,7137,55.1,33,50418.0,99,33493.0,28,629,532,17,145.0,0,25.0,9,3,18.0,2.0,0
1,3450,9,5082,69.8,14,33688.0,21,16393.0,216,751,590,6,308.0,0,60.0,5,5,55.0,8.0,0
1,7330,2687,11560,68.4,46,14040.0,25,2397.0,14,339,293,23,53.0,0,8.0,32,1,1.0,0.0,0
1,3200,3329,4511,64.1,8,5434.0,6,876.0,80,349,313,14,31.0,0,4.0,3,3,3.0,1.0,0
3,3086,2299,7357,60.6,4,3377.0,2,566.0,1,436,334,3,11.0,0,1.0,0,1,0.0,0.0,0
7,6504,3753,5412,63.8,2,7870.0,9,1491.0,427,286,268,4,85.0,0,29.0,2,2,14.0,0.0,0
101,5178,94,4322,56.2,29,25005.0,25,22380.0,154,467,342,18,720.0,3,149.0,1,3,60.0,0.0,1
3,4270,157,2937,64.1,5,23976.0,14,3437.0,16,352,261,5,108.0,0,65.0,0,5,38.0,3.0,0
0,5044,28,3264,69.2,2,22406.0,32,5394.0,200,236,207,7,205.0,0,122.0,0,0,111.0,2.0,0
6,1371,3081,1378,45.2,6,11431.0,4,2375.0,208,711,482,10,191.0,0,69.0,2,3,37.0,1.0,0
282,5411,476,10510,64.3,18,69013.0,17,8457.0,169,120,135,4,496.0,0,270.0,1,3,122.0,0.0,1
31,1368,15,1411,44.6,4,12518.0,6,4463.0,0,714,463,5,236.0,1,54.0,2,4,40.0,2.0,0
8,1182,2766,1165,43.7,73,22436.0,14,4549.0,7,649,516,280,222.0,7,16.0,2,2,7.0,0.0,0
0,1997,333,3025,50.2,140,20297.0,27,8162.0,35,617,467,277,449.0,0,68.0,1,8,40.0,2.0,0
4,1491,50,1256,45.4,4,6779.0,12,3199.0,2,636,480,171,279.0,2,107.0,2,1,35.0,0.0,0
10,1711,3112,3763,65.0,11,9271.0,24,1044.0,155,446,322,2,11.0,0,1.0,0,12,1.0,0.0,0
2,3053,2768,1951,47.4,5,3485.0,17,508.0,5,633,438,5,46.0,0,13.0,2,6,7.0,7.0,0
5,2775,2334,5140,66.2,6,4315.0,5,1032.0,76,122,136,34,43.0,0,9.0,4,11,6.0,6.0,0
1,6331,2251,4440,58.3,3,9017.0,7,2633.0,3,283,281,6,64.0,0,13.0,2,2,6.0,4.0,0
5,3149,3083,6859,67.8,5,22512.0,23,3591.0,122,385,306,0,47.0,0,6.0,0,1,5.0,0.0,0
0,1401,144,2124,45.3,6,20052.0,5,2281.0,20,649,465,148,50.0,0,20.0,1,1,9.0,0.0,0
0,1360,117,10380,68.4,39,21084.0,9,6227.0,15,310,293,23,329.0,0,86.0,28,0,50.0,1.0,0
0,1379,19,1390,44.6,103,10066.0,23,1871.0,66,673,484,225,79.0,1,8.0,3,3,3.0,0.0,0
3,6230,3427,2836,47.6,7,16449.0,24,3357.0,3,657,458,11,51.0,0,5.0,4,13,5.0,0.0,0
1,4857,3229,1182,44.2,8,1560.0,10,117.0,0,659,432,10,5.0,0,1.0,2,3,1.0,1.0,0
3,2062,3607,5867,79.6,3,9276.0,8,1320.0,297,301,258,25,77.0,0,16.0,1,0,5.0,4.0,0
0,3445,9,1075,42.2,2,4078.0,16,736.0,189,654,467,167,28.0,0,1.0,2,0,1.0,0.0,0
0,1726,35,6550,59.7,2,7034.0,8,1800.0,2,348,261,2,100.0,0,23.0,1,0,11.0,1.0,0
1,2429,54,9151,68.4,5,2607.0,5,1018.0,1,276,220,3,69.0,0,23.0,2,0,18.0,3.0,0
0,1758,236,1241,45.8,2,4897.0,20,405.0,8,811,513,5,17.0,0,7.0,4,0,4.0,2.0,0
0,2764,48,1689,46.5,4,10593.0,13,4646.0,2,639,429,4,153.0,0,15.0,1,1,5.0,3.0,0
5,1000,33,8034,68.6,15,20445.0,15,3448.0,55,404,321,3,115.0,0,12.0,2,4,12.0,0.0,0
33,2052,69,3103,51.0,10,12100.0,14,483.0,3,478,334,11,8.0,0,4.0,0,4,4.0,2.0,1
1,2047,78,2042,44.6,4,8459.0,2,4339.0,9,685,452,5,343.0,0,80.0,3,2,44.0,11.0,0
2,1000,2724,1824,53.0,20,33643.0,17,2923.0,3,448,374,113,64.0,0,5.0,0,2,2.0,0.0,0
3,2836,2369,7774,67.0,8,1364.0,61,326.0,8,366,290,1,17.0,0,5.0,4,2,4.0,4.0,0
2,2642,2644,3128,61.1,5,422.0,5,69.0,1,488,356,3,5.0,1,1.0,2,0,1.0,1.0,0
2,1879,3374,1093,44.0,1,19557.0,8,3825.0,104,619,417,2,117.0,1,23.0,0,0,13.0,0.0,0
3,1758,3040,3268,52.7,2,29401.0,16,214.0,86,571,384,3,6.0,0,1.0,1,1,0.0,0.0,0
5,3366,2551,5236,52.9,4,23719.0,2,421.0,0,534,366,3,5.0,0,1.0,0,0,0.0,0.0,0
2,1211,3364,958,42.6,2,17824.0,16,12189.0,2,545,357,4,444.0,0,93.0,1,4,29.0,0.0,0
4,5539,2299,2191,46.5,4,5529.0,13,1236.0,1,665,473,4,85.0,0,13.0,0,1,12.0,1.0,0
40,2102,70,2822,59.0,6,38061.0,11,32776.0,2,364,278,13,799.0,0,183.0,1,1,183.0,4.0,1
2,1806,7,5257,55.1,4,11120.0,10,6586.0,3,528,363,4,570.0,0,58.0,4,2,25.0,0.0,0
1,1847,12,1146,44.5,2,3349.0,12,829.0,179,650,424,6,34.0,0,7.0,1,0,1.0,1.0,0
1,3974,37,5925,69.4,9,8732.0,8,1728.0,0,103,121,4,75.0,0,20.0,2,3,12.0,4.0,0
3,1355,3229,7093,69.7,74,38184.0,25,2728.0,99,470,350,42,126.0,3,37.0,1,6,21.0,0.0,1
3,1767,2514,11370,63.0,3,5285.0,13,2056.0,14,624,638,1,161.0,0,55.0,1,0,26.0,18.0,0
1,1443,941,1434,47.0,6,2816.0,3,627.0,19,683,444,99,21.0,1,8.0,1,0,5.0,0.0,0
3,2087,3015,2744,53.3,6,3852.0,11,923.0,0,406,282,3,34.0,0,4.0,2,2,1.0,1.0,0
1,6278,3443,1413,46.0,0,833.0,7,153.0,122,756,431,4,6.0,0,1.0,0,0,1.0,0.0,0
6,1702,2898,1175,43.7,60,22024.0,53,6160.0,190,658,490,187,116.0,0,9.0,2,3,1.0,0.0,0
0,6911,37,8767,46.6,7,15729.0,15,7399.0,23,461,349,3,535.0,0,117.0,0,3,56.0,45.0,0
1,4207,331,7490,67.9,25,7924.0,12,1017.0,37,249,218,16,22.0,0,2.0,1,6,2.0,0.0,0
3,1895,3062,1325,45.0,2,855.0,8,242.0,129,655,413,12,22.0,0,3.0,3,1,2.0,2.0,0
5,1170,3104,2240,62.8,15,8612.0,17,439.0,9,230,200,2,31.0,3,9.0,0,2,6.0,0.0,0
0,1655,104,2375,49.2,6,9377.0,38,9204.0,0,653,490,6,1898.0,0,850.0,0,2,532.0,392.0,0
5,2036,2696,1734,46.9,4,1198.0,4,198.0,4,683,471,8,4.0,0,1.0,1,0,0.0,0.0,0
16,2857,97,811,61.3,4,26824.0,14,9572.0,10,382,290,4,145.0,0,21.0,1,1,19.0,12.0,0
0,1403,33,1571,46.0,2,4166.0,5,1047.0,2,726,559,10,41.0,0,11.0,4,0,10.0,6.0,0
6,2834,10,8181,55.9,124,26138.0,16,7104.0,191,165,225,40,225.0,0,30.0,0,2,26.0,4.0,0
3,9544,148,2487,42.9,5,11717.0,15,266.0,4,217,183,2,14.0,0,4.0,0,2,2.0,1.0,1
5,1469,23,3899,58.3,11,1508.0,12,236.0,1,537,371,62,12.0,1,4.0,0,4,3.0,2.0,0
0,5346,68,977,45.2,2,769.0,1,128.0,0,490,326,3,3.0,0,1.0,2,1,1.0,1.0,0
1,1394,19,1338,44.5,9,13936.0,9,4778.0,1,650,410,12,241.0,3,49.0,3,8,43.0,3.0,0
0,1702,250,5515,66.3,17,202857.0,31,87857.0,8,318,324,3,608.0,0,80.0,2,21,34.0,0.0,0
111,1355,41,6501,63.3,18,18361.0,13,2910.0,134,439,322,3,33.0,1,5.0,3,5,3.0,0.0,1
0,2408,132,1110,41.7,8,10395.0,7,741.0,1,706,606,81,17.0,0,13.0,0,2,11.0,5.0,0
3,1454,3416,1136,63.7,5,6187.0,12,913.0,409,440,341,6,33.0,0,4.0,2,11,3.0,1.0,0
10,1897,3187,1685,45.5,2,1440.0,11,219.0,153,619,431,149,23.0,0,8.0,2,0,5.0,0.0,0
2,6216,3130,7161,58.4,5,24043.0,14,3129.0,0,164,139,2,40.0,0,13.0,0,2,11.0,3.0,0
5,2341,3215,3482,54.1,6,4628.0,5,409.0,129,608,445,157,21.0,1,7.0,1,2,6.0,0.0,0
7,1943,3613,2215,46.4,3,6952.0,8,141.0,113,630,427,5,4.0,0,3.0,5,1,1.0,0.0,0
0,2944,5,1171,44.2,4,11413.0,8,532.0,8,719,497,12,27.0,0,4.0,1,2,4.0,2.0,0
1,5546,89,1874,45.1,73,173767.0,32,19679.0,9,695,467,22,135.0,0,42.0,11,195,36.0,5.0,0
1,4463,61,2897,46.3,4,27181.0,17,2513.0,2,301,252,7,38.0,0,4.0,36,1,3.0,0.0,0
