COMPONENT_ARBITRARY,SAMPLE_TRANSFER_DAY,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
COMPONENT3,8,0,0,63,0,0,38,0.0,0,1,0,,,,,,6,,0.0,,0,3,0,2,13,0,456,1,20,18480,3,1,1,,0,,,,,,,,,0,,144.7,31,0
COMPONENT3,8,0,0,1,0,0,15,0.0,0,0,0,,,,,,64,,0.0,0.0,0,2,0,2,1,0,436,0,305,22560,0,5,0,,0,,,,,,,,,0,,148.0,45,0
COMPONENT3,1,0,4,0,0,0,92,0.0,0,16,6,,,,,,1645,,0.0,17.0,0,15,15,2,10,6,882,2,1686,20920,0,841,0,,5,,,,,,,,,0,,325.3,19,0
COMPONENT3,9,0,2,3,0,0,2228,0.0,0,2,1,,,,,,227,,0.0,5.0,0,6,3,0,3,1,506,0,10948,20030,0,110,0,,1,,,,,,,,,0,,126.9,10,0
COMPONENT3,9,0,1,4,1,0,47,0.0,0,0,16,,,,,,17,,0.0,2.0,0,8,4,0,12,0,1001,0,22,9914,0,21,0,,0,,,,,,,,,0,,68.9,1320,0
COMPONENT1,3,0,2,172,0,0,8,0.0,0,2,5,13.0,7.0,13.0,19.0,9.5,50,0.0,0.0,0.0,0,22,1,6,2,1,1269,4,19,9129,0,11,2,0.3,0,,,,,,,,,0,12.1,86.5,1609,0
COMPONENT2,2,0,7,5,0,0,117,0.0,0,0,5,,,,,,1,,0.0,,0,1,0,0,0,0,561,0,24,1225,0,0,0,,0,0.0,0.0,1.0,8.0,9.0,24.0,1946.0,17231.0,0,,45.0,622,0
COMPONENT3,4,0,0,56,0,0,32,0.0,0,2,7,,,,,,194,,0.0,0.0,0,0,1,0,2,0,848,0,45,16670,0,3,0,,0,,,,,,,,,0,,123.6,15,0
COMPONENT3,12,0,3,28,0,0,2052,0.0,0,11,1,,,,,,456,,0.0,3.0,0,26,4,0,4,2,279,1,379,17720,0,116,0,,1,,,,,,,,,0,,132.8,23,0
COMPONENT3,3,0,4,3,1,0,47,0.0,0,1,41,,,,,,94,,0.0,0.0,0,0,1,0,1,1,931,0,126,17480,0,3,0,,0,,,,,,,,,0,,128.6,24,0
COMPONENT1,6,0,9,11,0,0,149,0.0,0,0,5,10.0,6.0,11.0,17.0,7.7,43,0.0,0.0,3.0,0,10,0,36,9,0,952,0,22,4238,0,30,0,0.4,0,,,,,,,,,0,12.5,90.3,1166,0
COMPONENT1,16,0,2,7,0,0,38,0.0,0,1,8,17.0,9.0,14.0,23.0,7.2,53,0.0,0.0,0.0,0,12,1,56,12,0,952,13,9,6450,0,8,2,0.7,0,,,,,,,,,0,12.8,99.5,1135,0
COMPONENT3,11,0,0,5,0,0,48,0.0,0,0,0,,,,,,71,,0.0,0.0,0,0,0,0,0,0,217,0,626,15070,0,0,0,,0,,,,,,,,,0,,150.1,10,0
COMPONENT3,5,0,0,17,0,0,6,0.0,0,0,26,,,,,,123,,0.0,0.0,11,103,1,15,2,0,1971,1,1392,30380,0,3,2,,0,,,,,,,,,0,,137.3,17,0
COMPONENT3,8,0,7,126,0,0,3197,0.0,0,1,4,,,,,,82,,0.0,,0,3,1,5,0,1,2434,1,57,28234,1,6,1,,0,,,,,,,,,0,,145.2,74,0
COMPONENT3,2,0,0,5,0,0,201,0.0,0,3,0,,,,,,192,,0.0,4.0,0,6,3,2,6,0,1218,0,642,22190,0,113,0,,3,,,,,,,,,0,,124.4,28,0
COMPONENT3,2,0,6,1,2,0,25,0.0,0,0,1,,,,,,47,,0.0,0.0,0,1,0,1,2,0,2280,0,38,33490,0,2,0,,0,,,,,,,,,0,,133.2,19,0
COMPONENT3,4,0,1,103,0,0,2774,0.0,0,0,4,,,,,,19,,0.0,,0,5,0,0,5,0,1435,1,27,18430,2,30,0,,0,,,,,,,,,0,,144.4,567,0
COMPONENT3,4,0,0,10,0,0,29,0.0,0,2,32,,,,,,105,,0.0,1.0,0,0,2,0,1,1,945,1,94,18720,0,2,0,,0,,,,,,,,,0,,127.7,28,0
COMPONENT3,10,0,0,193,7,0,513,0.0,0,2,0,,,,,,145,,0.0,6.0,1,0,3,0,4,0,513,0,2551,16110,0,7,0,,0,,,,,,,,,0,,169.9,148,0
COMPONENT2,3,0,0,0,0,0,42,,0,0,144,,,,,,1,,0.0,4.0,0,4,0,0,0,0,453,2,14,1159,2,1,1,,0,0.0,0.0,0.0,0.0,1.0,10.0,517.0,15221.0,0,,44.4,713,0
COMPONENT3,12,0,3,24,0,0,3164,0.0,0,5,2,,,,,,807,,0.0,13.0,0,9,5,9,4,0,900,0,2380,16610,0,275,0,,5,,,,,,,,,0,,124.7,88,0
COMPONENT3,2,0,2,149,0,0,4243,0.0,0,0,15,,,,,,26,,0.0,0.0,0,12,0,0,23,0,1335,0,30,4552,2,69,0,,0,,,,,,,,,0,,112.9,1470,0
COMPONENT4,26,0,2,3,0,0,2925,0.0,0,0,6,,,,,,46,,0.0,0.0,0,0,0,0,0,0,326,0,18,1556,0,3,0,,0,,,,,,,,,0,,37.6,21,0
COMPONENT1,14,0,0,19,0,0,131,0.0,0,0,0,14.0,5.0,12.0,20.0,8.5,12,0.0,0.0,2.0,0,10,0,43,1,0,921,0,27,10280,0,11,0,0.1,0,,,,,,,,,0,13.2,92.0,997,0
COMPONENT3,2,0,19,1,0,0,104,0.0,0,2,0,,,,,,183,,0.0,2.0,0,0,1,0,0,0,94,0,254,14240,0,16,0,,0,,,,,,,,,0,,140.7,4,1
COMPONENT3,3,0,3,4,0,0,2153,0.0,0,8,5,,,,,,222,,0.0,2.0,5,4,6,1,2,0,644,0,377,15815,0,8,1,,0,,,,,,,,,2,,134.2,28,0
COMPONENT3,3,0,2,135,1,0,3726,0.0,0,1,16,,,,,,259,,0.0,2.0,0,19,4,3,2,0,1161,0,314,5993,0,62,0,,0,,,,,,,,,0,,107.9,1443,0
COMPONENT3,7,0,2,2,0,0,61,0.0,0,4,0,,,,,,140,,0.0,0.0,0,9,2,0,2,1,1031,0,100,19460,0,26,0,,2,,,,,,,,,0,,128.6,6,0
COMPONENT3,5,0,2,0,0,0,937,0.0,0,6,0,,,,,,368,,2.3,,0,9,4,0,8,0,177,1,886,18710,0,182,0,,7,,,,,,,,,0,,124.2,12,0
COMPONENT3,2,0,1,3,0,0,66,0.0,0,1,0,,,,,,94,,0.0,2.0,0,1,1,0,4,0,1200,0,312,22720,0,29,0,,1,,,,,,,,,0,,124.8,22,0
COMPONENT3,6,0,1,183,0,0,10,0.0,0,0,34,,,,,,24,,0.0,0.0,0,0,1,1,3,2,1000,0,33,26240,0,0,0,,0,,,,,,,,,1,,145.1,24,0
COMPONENT1,5,0,2,14,2,0,132,,0,2,15,19.0,12.0,19.0,28.0,11.3,52,0.0,0.0,12.0,0,17,1,205,3,0,1123,2,7,5854,0,9,3,2.1,0,,,,,,,,,0,15.6,131.0,1351,0
COMPONENT3,16,0,4,5,4,0,2663,0.0,0,1,8,,,,,,61,,0.0,0.0,0,2,1,0,0,0,335,0,22,18430,0,6,0,,0,,,,,,,,,0,,137.7,25,0
COMPONENT3,10,0,0,12,0,0,145,0.0,0,1,0,,,,,,64,,0.0,0.0,0,0,1,4,2,0,802,0,137,17810,0,3,0,,0,,,,,,,,,0,,131.3,29,0
COMPONENT3,14,0,2,167,2,0,10,0.0,0,0,0,,,,,,45,,0.0,0.0,0,2,0,16,2,0,1033,0,209,21230,0,2,0,,0,,,,,,,,,0,,126.6,118,0
COMPONENT4,1,0,2,103,0,0,3402,0.0,0,0,3,,,,,,19,,0.0,,0,836,0,42,29,0,1248,0,12,2867,1,6,0,,0,,,,,,,,,0,,60.0,1217,0
COMPONENT4,1,0,3,440,0,0,2723,0.0,0,0,67,,,,,,13,,0.0,2.0,0,260,0,99,14,0,950,0,18,3903,0,7,0,,0,,,,,,,,,0,,78.3,1077,0
COMPONENT3,4,0,0,2,0,0,10,0.0,0,2,1,,,,,,223,,0.0,,2,5,5,1,3,0,1625,3,3597,23417,4,5,1,,0,,,,,,,,,0,,151.5,41,0
COMPONENT3,4,0,1,123,2,0,3439,0.0,0,2,15,,,,,,71,,0.0,0.0,0,1,1,2,3,1,2485,0,160,37780,0,2,1,,0,,,,,,,,,0,,138.6,26,0
COMPONENT2,4,0,2,2,0,0,113,0.0,0,0,23,,,,,,70,,0.0,0.0,0,0,0,0,0,0,267,0,49,10050,0,2,0,,0,0.0,0.0,0.0,26.0,56.0,204.0,17420.0,36675.0,0,,45.7,307,0
COMPONENT2,9,0,5,0,0,0,2858,0.0,0,0,163,,,,,,1,,0.0,,0,2,0,1,0,0,489,1,12,1256,1,1,0,,0,0.0,0.0,0.0,1.0,3.0,21.0,391.0,14250.0,0,,44.6,689,0
COMPONENT3,8,0,3,7,0,0,63,0.0,0,3,0,,,,,,150,,0.0,0.0,1,2,3,0,4,0,402,0,3825,13850,0,0,0,,0,,,,,,,,,0,,138.5,13,0
COMPONENT3,15,0,9,120,0,0,2240,,0,3,105,,,,,,162,,0.0,4.0,1,3,3,0,3,1,457,1,40,15804,0,8,1,,0,,,,,,,,,0,,134.3,65,0
COMPONENT1,5,0,14,23,0,0,377,,0,2,1,17.0,7.0,15.0,23.0,9.0,20,0.0,0.0,3.0,0,28,1,1,1,0,1103,2,16,7633,1,6,0,0.2,0,,,,,,,,,0,,113.4,1098,0
COMPONENT1,3,0,0,10,0,0,289,0.0,0,0,0,9.0,6.0,9.0,17.0,8.4,11,0.0,0.0,2.0,0,10,0,0,3,0,1030,0,9,4991,0,5,0,0.2,0,,,,,,,,,0,12.8,92.6,1184,0
COMPONENT4,6,0,2,2,1,0,2690,0.0,0,0,10,,,,,,24,,0.0,8.0,0,12,8,7,38,0,1360,0,10,7425,0,7,0,,0,,,,,,,,,0,,64.7,1628,0
COMPONENT4,3,0,8,0,0,0,130,0.0,0,0,8,,,,,,131,,0.0,,0,0,1,0,5,0,376,0,41,1457,0,3,0,,0,,,,,,,,,0,,37.8,52,0
COMPONENT3,14,0,0,4,0,0,94,0.0,0,1,14,,,,,,151,,0.1,2.0,0,2,1,0,0,0,936,0,65,20510,0,8,0,,0,,,,,,,,,0,,134.7,83,0
COMPONENT3,4,0,299,61,2,0,2972,1.0,0,6,9,,,,,,528,,0.0,,0,8,7,13,9,1,1158,3,275,10576,0,35,0,,0,,,,,,,,,0,,74.3,1383,1
COMPONENT3,5,0,0,2,0,0,23,0.0,0,1,1,,,,,,35,,0.0,3.0,0,5,0,0,2,0,884,0,31,18250,0,6,0,,0,,,,,,,,,0,,151.4,183,0
COMPONENT2,7,0,0,147,2,0,14,0.0,0,0,0,,,,,,4,,0.0,0.0,0,2,0,0,0,0,269,0,11,6964,0,0,0,,0,0.0,0.0,6.0,6.0,7.0,33.0,754.0,7985.0,0,,63.5,338,0
COMPONENT1,6,0,0,0,0,0,76,0.0,0,0,8,15.0,8.0,12.0,19.0,9.0,12,0.0,0.0,3.0,0,11,1,37,3,0,947,3,15,5574,1,4,0,0.6,0,,,,,,,,,0,16.3,126.0,1076,0
COMPONENT3,6,0,3,4,1,0,76,0.0,0,6,11,,,,,,1008,,0.0,0.0,0,10,11,15,9,1,1111,0,699,9352,0,25,0,,0,,,,,,,,,0,,70.6,1319,0
COMPONENT3,3,0,2,6,0,0,2060,0.0,0,1,0,,,,,,41,,0.0,6.0,0,7,0,1,1,0,468,2,81,20680,0,1,2,,0,,,,,,,,,0,,136.7,39,0
COMPONENT3,10,0,5,6,7,0,3121,0.0,0,0,22,,,,,,152,,0.0,0.0,0,7,11,4,5,0,1027,0,75,8213,0,17,0,,0,,,,,,,,,0,,58.5,1215,0
COMPONENT3,3,0,1,15,0,0,144,0.0,0,0,4,,,,,,56,,0.0,2.0,0,0,0,0,0,0,217,0,67,20260,0,3,0,,0,,,,,,,,,0,,166.0,14,0
COMPONENT3,2,0,2,2,0,0,2987,0.0,0,0,0,,,,,,262,,0.0,,0,8,3,0,5,2,238,0,1099,20240,0,190,0,,3,,,,,,,,,0,,117.5,5,0
COMPONENT1,4,0,2,6,0,0,76,0.0,0,2,8,16.0,7.0,12.0,22.0,8.0,22,0.0,0.0,5.0,0,9,0,43,0,0,948,3,19,8952,1,22,2,1.2,0,,,,,,,,,0,14.5,101.4,1077,0
COMPONENT1,19,1,6,1,6,0,2,0.0,0,1,1,11.0,7.0,7.0,18.0,9.1,23,0.0,0.0,,1,7,1,102,1,0,793,8,12,6726,2,7,0,1.1,0,,,,,,,,,0,,111.0,900,1
COMPONENT1,1,0,2,5,0,0,3748,0.0,0,0,4,8.0,5.0,9.0,17.0,8.0,22,1.0,0.0,7.0,0,20,0,0,4,0,1058,0,5,4193,3,0,0,0.4,0,,,,,,,,,0,13.6,100.6,1074,0
COMPONENT1,16,0,1,117,5,0,3326,0.0,0,1,2,16.0,8.0,17.0,22.0,9.3,12,0.0,0.0,3.0,0,12,0,254,4,0,1147,0,15,5249,0,5,2,0.4,0,,,,,,,,,0,14.6,119.2,1399,0
COMPONENT3,5,0,1,108,6,0,2982,0.0,0,6,26,,,,,,524,,0.1,,0,5,4,1,0,1,524,4,525,25312,1,7,0,,0,,,,,,,,,0,,370.0,28,0
COMPONENT4,5,0,2,4,0,0,2302,0.0,0,0,5,,,,,,22,,0.0,3.0,0,146,2,2,13,0,1135,1,13,5382,0,4,0,,0,,,,,,,,,0,,69.7,1200,0
COMPONENT3,10,0,2,28,4,0,40,1.0,0,3,6,,,,,,221,,0.0,,0,12,5,11,5,1,1169,2,207,10180,0,32,0,,0,,,,,,,,,0,,71.1,1401,0
COMPONENT2,13,0,2,1,0,0,3060,0.0,0,1,5,,,,,,11,,0.0,3.0,0,2,0,3,0,0,381,0,10,4235,0,3,0,,0,0.0,0.0,0.0,3.0,4.0,8.0,82.0,2591.0,0,,54.8,523,0
COMPONENT4,4,0,2,3,0,0,2182,0.0,0,0,2,,,,,,18,,0.0,1.0,0,71,0,164,6,0,1324,0,13,4997,0,3,0,,0,,,,,,,,,0,,82.3,1433,0
COMPONENT1,1,0,5,73,0,0,4001,0.0,0,0,0,9.0,6.0,10.0,19.0,9.2,17,1.0,0.0,0.0,0,10,0,38,0,1,959,3,5,2709,0,4,0,0.7,0,,,,,,,,,0,12.2,90.8,945,0
COMPONENT3,6,0,2,3,0,0,16,0.0,0,0,0,,,,,,32,,0.0,2.0,0,1,0,0,1,0,216,0,68,20780,0,3,0,,0,,,,,,,,,0,,140.5,27,0
COMPONENT3,2,0,74,4,0,0,76,0.0,0,1,16,,,,,,125,,0.0,0.0,0,0,2,0,2,1,278,2,196,18620,0,7,0,,0,,,,,,,,,0,,129.6,23,1
COMPONENT3,13,0,3,137,0,0,1775,0.0,0,1,0,,,,,,202,,0.0,3.0,0,3,3,0,7,0,339,1,436,14530,0,56,0,,0,,,,,,,,,0,,136.0,18,0
COMPONENT1,3,0,9,124,0,0,3188,0.0,0,1,1,10.0,5.0,10.0,19.0,8.8,11,0.0,0.0,,0,11,0,2,3,0,1033,2,16,4785,0,4,2,0.8,0,,,,,,,,,0,12.8,94.3,1069,0
COMPONENT3,12,0,3,3,0,0,3248,0.0,0,0,0,,,,,,27,,0.0,,0,0,0,0,0,0,2267,0,35,27855,0,0,0,,0,,,,,,,,,0,,156.5,17,0
COMPONENT1,4,0,1,2,0,0,3289,0.0,0,2,9,12.0,7.0,13.0,20.0,8.5,18,0.0,0.0,,0,752,2,38,5,1,938,3,18,3896,0,24,1,0.9,0,,,,,,,,,0,14.3,108.6,1186,0
COMPONENT3,3,0,7,29,0,0,152,,0,9,22,,,,,,407,,0.0,11.0,0,5,8,3,6,2,1853,2,1048,25212,1,31,1,,1,,,,,,,,,0,,152.1,42,0
COMPONENT3,1,0,729,2,5,0,305,0.0,0,18,5,,,,,,2011,,0.4,38.0,1,25,19,5,7,11,432,2,2025,18460,0,1237,0,,46,,,,,,,,,2,,152.3,93,1
COMPONENT1,2,0,2,59,4,0,248,0.0,0,0,3,14.0,8.0,16.0,21.0,9.5,9,0.0,0.0,2.0,0,9,0,202,2,0,1003,0,15,4360,0,4,0,0.2,0,,,,,,,,,0,13.1,104.2,1154,0
COMPONENT4,6,0,3,51,0,0,476,0.0,0,0,472,,,,,,28,,0.0,3.0,0,216,0,134,6,0,892,0,14,4388,0,6,0,,0,,,,,,,,,0,,70.0,1033,0
COMPONENT1,33,1,0,0,2,0,27,,0,2,2,13.0,9.0,12.0,19.0,9.6,80,0.0,0.0,5.0,0,1117,1,1,1,1,920,4,6,7376,2,11,1,0.5,0,,,,,,,,,0,12.9,92.1,1284,0
COMPONENT3,5,0,110,122,0,0,135,0.0,1,1,20,,,,,,107,,0.0,,1,14,2,0,0,2,410,6,1548,19058,2,14,1,,0,,,,,,,,,0,,128.7,35,1
COMPONENT4,6,0,8,6,0,0,180,0.0,0,0,298,,,,,,22,,0.0,3.0,0,10,2,168,12,0,1191,0,7,5287,0,4,0,,0,,,,,,,,,0,,82.2,1388,0
COMPONENT3,8,0,3,21,0,0,14,1.0,0,7,145,,,,,,1961,,0.0,,0,13,71,13,7,7,1267,3,3110,10061,1,34,8,,0,,,,,,,,,1,,70.8,1292,1
COMPONENT1,13,1,4,111,6,0,3663,,0,2,3,13.0,9.0,17.0,22.0,9.6,23,0.0,0.0,7.0,0,14,1,234,4,0,1126,3,15,5129,1,10,2,0.4,0,,,,,,,,,0,14.9,123.3,1300,0
COMPONENT3,3,0,1,24,0,0,152,0.0,0,0,4,,,,,,34,,0.0,0.0,0,9,0,1,0,0,1036,0,42,5612,0,57,0,,0,,,,,,,,,0,,111.2,1350,0
COMPONENT2,2,0,0,7,0,0,201,0.0,0,0,4,,,,,,4,,0.0,0.0,0,0,0,0,1,0,477,0,17,1089,0,1,0,,0,0.0,0.0,1.0,2.0,2.0,9.0,565.0,4204.0,0,,44.4,705,0
COMPONENT4,13,0,4,4,6,0,2795,0.0,0,0,402,,,,,,18,,0.0,4.0,0,8,0,48,16,0,1019,0,9,7238,0,4,0,,0,,,,,,,,,0,,72.6,1104,0
COMPONENT3,26,0,0,0,0,0,48,0.0,0,0,1,,,,,,17,,0.0,0.0,0,11,0,0,0,0,850,0,16,19870,0,0,0,,0,,,,,,,,,0,,134.0,35,0
COMPONENT3,6,0,2,1,0,0,28,,0,2,1,,,,,,192,,0.0,7.0,0,1037,3,1,2,0,665,4,168,2604,0,37,1,,1,,,,,,,,,0,,37.1,769,0
COMPONENT2,4,0,0,165,0,0,29,0.0,0,0,0,,,,,,4,,0.0,0.0,0,3,0,0,0,0,226,1,5,2316,0,2,1,,0,18.0,27.0,209.0,262.0,402.0,510.0,2704.0,7701.0,0,,70.5,282,0
COMPONENT4,5,0,3,15,2,0,135,,0,0,66,,,,,,16,,0.0,5.0,0,10,1,18,21,0,1025,3,11,5572,0,6,1,,0,,,,,,,,,0,,63.6,1142,0
COMPONENT2,7,0,1,155,0,0,26,,0,0,185,,,,,,57,,0.0,2.0,0,125,1,0,0,0,477,1,20,2031,1,2,1,,0,0.0,0.0,1.0,2.0,6.0,87.0,3696.0,20762.0,0,,46.1,682,0
COMPONENT4,9,0,1,9,0,0,2356,0.0,0,0,426,,,,,,32,,0.0,3.0,0,341,0,130,0,0,794,0,12,4249,0,5,0,,0,,,,,,,,,0,,74.6,884,0
COMPONENT2,2,0,7,4,0,0,33,0.0,0,0,1,,,,,,4,,0.0,0.0,0,0,0,0,2,0,341,0,9,7636,0,2,0,,0,0.0,0.0,3.0,4.0,10.0,33.0,624.0,3094.0,0,,67.7,399,0
COMPONENT1,6,0,0,13,0,0,142,0.0,0,6,10,19.0,9.0,16.0,27.0,8.1,130,0.0,0.0,7.0,0,20,2,68,5,1,1370,13,119,5026,0,24,2,0.8,0,,,,,,,,,0,15.7,121.3,1596,0
COMPONENT2,15,0,1,4,3,0,64,,0,0,114,,,,,,2,,0.0,4.0,0,21,0,1,0,0,681,2,21,2727,2,5,1,,0,2.0,2.0,4.0,5.0,11.0,17.0,432.0,18936.0,0,,48.0,781,0
COMPONENT3,2,0,2,27,0,0,3579,0.0,0,0,14,,,,,,68,,0.0,0.0,0,12,0,1,18,0,1177,0,102,6060,3,63,0,,0,,,,,,,,,0,,111.3,1237,0
COMPONENT2,6,0,3,111,3,0,3057,0.0,0,2,6,,,,,,27,,0.0,,0,4,0,0,6,0,291,0,11,2599,0,19,4,,0,1.0,1.0,1.0,8.0,10.0,35.0,805.0,43066.0,0,,43.0,334,0
COMPONENT2,8,0,0,170,0,0,128,0.0,0,4,7,,,,,,18,,0.0,1.0,0,5,0,0,0,0,271,0,73,7303,0,11,0,,0,0.0,0.0,1.0,2.0,5.0,37.0,19404.0,36830.0,0,,61.6,349,0
COMPONENT3,6,0,4,1,0,0,103,0.0,1,13,26,,,,,,1746,,0.0,,0,16,16,18,1,4,1206,1,1310,9783,3,26,2,,0,,,,,,,,,1,,54.3,1282,0
COMPONENT3,6,0,105,2,0,0,36,0.0,1,4,7,,,,,,585,,0.0,,1,9,5,18,0,2,1959,2,798,25930,5,7,1,,0,,,,,,,,,1,,131.2,138,1
COMPONENT3,1,0,2,5,0,0,2857,0.0,0,7,4,,,,,,1213,,0.1,,0,4,8,0,8,2,274,0,1178,19080,0,267,0,,4,,,,,,,,,0,,135.5,22,0
COMPONENT3,5,0,2,115,1,0,3277,0.0,0,2,0,,,,,,64,,0.0,0.0,0,1,1,10,1,0,965,0,210,17480,0,2,0,,0,,,,,,,,,0,,133.9,70,0
COMPONENT1,4,0,7,9,0,0,398,0.0,0,15,19,24.0,14.0,21.0,32.0,7.2,114,0.0,0.0,8.0,0,218,2,94,4,1,1135,30,16,7015,0,32,2,2.4,0,,,,,,,,,0,16.7,136.9,1353,1
COMPONENT3,13,0,4,14,1,0,33,0.0,0,6,13,,,,,,827,,0.0,,0,14,9,12,0,1,1222,0,2460,10661,0,20,0,,0,,,,,,,,,0,,55.7,1243,0
COMPONENT1,5,0,5,78,0,0,28,0.0,0,3,3,16.0,9.0,17.0,22.0,9.4,18,0.0,0.0,3.0,0,14,0,235,3,0,1096,0,20,4580,0,12,0,0.3,0,,,,,,,,,0,13.4,104.0,1329,0
COMPONENT3,11,0,1,3,0,0,55,0.0,0,6,14,,,,,,394,,0.0,5.0,0,9,9,12,17,0,1282,1,190,10380,0,35,0,,0,,,,,,,,,0,,70.8,1529,0
COMPONENT4,2,0,13,142,0,0,3058,0.0,0,0,526,,,,,,24,,0.0,2.0,0,178,0,77,11,0,1134,1,13,7144,0,4,0,,0,,,,,,,,,0,,78.7,953,0
COMPONENT1,2,0,2,3,0,0,3799,0.0,0,0,1,9.0,5.0,8.0,17.0,9.0,15,0.0,0.0,4.0,0,10,0,0,0,0,943,0,9,4358,0,3,0,0.5,0,,,,,,,,,0,12.7,92.8,1111,0
COMPONENT3,3,0,2,405,0,0,2809,0.0,0,3,31,,,,,,126,,0.0,0.0,0,2,2,1,2,2,755,0,159,15940,0,3,0,,0,,,,,,,,,0,,137.4,65,0
COMPONENT3,9,0,1,5,0,0,59,0.0,0,14,133,,,,,,373,,0.0,,7,4,14,1,5,2,284,3,1443,11874,0,16,1,,1,,,,,,,,,1,,129.3,80,0
COMPONENT3,4,0,9,8,2,0,2540,0.0,0,7,10,,,,,,333,,0.0,,0,4,7,1,0,2,2053,1,2850,27508,1,14,0,,1,,,,,,,,,0,,150.9,25,0
COMPONENT1,4,0,5,116,0,0,3322,0.0,0,3,40,12.0,6.0,12.0,18.0,8.5,24,0.0,0.0,5.0,0,76,1,31,6,0,1233,2,2,4960,0,7,3,0.1,0,,,,,,,,,0,12.8,95.7,1384,0
COMPONENT3,25,0,4,5,3,0,2276,0.0,0,3,0,,,,,,180,,0.0,4.0,0,3,3,0,7,0,461,2,594,16910,0,6,0,,0,,,,,,,,,0,,167.4,28,0
COMPONENT1,1,0,0,11,0,0,146,0.0,0,2,17,17.0,8.0,12.0,18.0,8.1,37,0.0,0.0,2.0,2,806,2,43,5,0,1080,2,5,4183,0,29,3,1.3,0,,,,,,,,,0,14.7,113.0,1264,0
COMPONENT3,2,0,3,97,4,0,3445,1.0,0,6,10,,,,,,489,,0.0,,0,12,9,12,10,1,1216,4,339,11382,2,42,1,,0,,,,,,,,,0,,71.3,1433,0
COMPONENT3,1,0,0,4,0,0,3523,0.0,0,0,0,,,,,,101,,0.0,,0,2,0,0,0,0,276,2,109,19570,0,11,0,,0,,,,,,,,,0,,125.3,13,0
COMPONENT1,10,0,2,2,0,0,2735,0.0,0,0,2,10.0,8.0,13.0,22.0,8.6,17,0.0,0.0,3.0,0,9,0,0,5,0,1006,0,5,8042,0,3,1,0.8,0,,,,,,,,,0,13.9,102.4,1220,0
COMPONENT3,7,0,5,408,0,0,3461,0.0,0,0,0,,,,,,86,,0.0,0.0,0,0,0,0,3,0,915,0,261,17860,0,3,0,,0,,,,,,,,,0,,126.3,26,0
COMPONENT3,6,0,2,174,0,0,41,1.0,0,7,147,,,,,,1994,,0.0,,0,15,72,13,7,7,1265,3,4194,9867,1,35,8,,0,,,,,,,,,1,,70.9,1328,1
COMPONENT4,5,0,1,19,0,0,129,0.0,0,0,478,,,,,,22,,0.0,3.0,0,278,2,100,14,0,1057,0,13,4462,0,4,0,,0,,,,,,,,,0,,72.9,1077,0
COMPONENT3,2,0,3,2,0,0,38,0.0,0,0,0,,,,,,65,,0.0,0.0,0,3,0,0,0,0,221,0,197,21230,0,3,0,,0,,,,,,,,,0,,144.0,21,0
COMPONENT3,5,0,1,8,0,0,94,0.0,0,1,14,,,,,,179,,0.1,2.0,0,5,2,0,7,0,2324,0,42,31400,0,5,0,,2,,,,,,,,,0,,185.1,38,0
COMPONENT3,4,0,1,113,0,0,3349,0.0,0,2,17,,,,,,132,,0.0,0.0,0,1,2,0,2,1,828,0,312,15900,0,6,0,,0,,,,,,,,,0,,133.2,26,0
COMPONENT1,9,0,1,2,0,0,3139,0.0,0,0,3,11.0,6.0,10.0,19.0,8.7,19,0.0,0.0,3.0,0,13,0,0,3,0,864,0,6,4200,0,5,0,0.3,0,,,,,,,,,0,12.7,92.5,1052,0
COMPONENT3,18,0,8,17,2,0,3566,0.0,1,1,13,,,,,,105,,0.0,2.0,1,2,1,1,8,0,2243,0,18,21760,0,2,0,,0,,,,,,,,,0,,148.4,46,1
COMPONENT1,2,0,4,3,1,0,2556,,0,4,31,15.0,9.0,13.0,23.0,10.6,74,0.0,0.0,28.0,0,50,2,3,4,1,981,2,35,5421,1,13,4,1.6,0,,,,,,,,,0,14.2,111.0,1296,0
COMPONENT1,3,0,2,6,0,0,3307,0.0,0,2,5,10.0,6.0,9.0,20.0,8.4,12,0.0,0.0,,0,10,0,0,2,2,1085,0,26,4084,0,4,0,1.2,0,,,,,,,,,0,13.1,96.8,1087,0
COMPONENT2,4,0,11,84,0,0,3363,,0,0,121,,,,,,8,,0.0,3.0,0,1,0,0,0,0,401,5,18,1655,1,2,1,,0,0.0,1.0,2.0,11.0,69.0,,,,0,,41.5,600,0
COMPONENT2,4,0,1,4,0,0,16,0.0,0,1,4,,,,,,11,,0.0,1.0,0,3,0,0,3,0,429,0,71,2226,0,3,0,,1,0.0,0.0,23.0,40.0,84.0,492.0,7090.0,14397.0,0,,45.8,623,0
COMPONENT3,2,0,0,3,0,0,11,0.0,0,0,0,,,,,,62,,0.0,1.0,0,0,0,0,0,0,409,0,152,25060,0,4,0,,0,,,,,,,,,0,,138.6,8,0
