AL,ANONYMOUS_1,CA,B,ZN,P,MO,FTBN,S,PQINDEX,FE,MG,V40,V100,FH2O,NA,K,SOOTPERCENTAGE,ANONYMOUS_2,CU,Y_LABEL
2,1339,3087,108,1350,1125,249,9.5,4711,9,23,13,113.0,14.1,14.0,4,3.0,0.4,539,2,0
0,2808,107,6,1115,920,0,8.9,4400,5,5,14,98.2,13.3,10.0,3,2.0,0.0,200,7,0
0,8957,28,0,1150,998,0,7.6,7258,7,12,25,87.4,12.6,9.0,2,0.0,0.1,200,1,0
1,2440,15,1,1333,1105,125,9.3,7568,10,55,19,95.8,13.5,16.0,1,4.0,0.5,200,7,0
0,7433,11,180,1427,1075,183,10.3,4933,9,61,9,117.1,15.0,15.0,5,2.0,1.5,200,65,0
0,1709,14,4,1312,1119,1,9.8,6347,12,10,26,130.7,15.3,20.0,2,0.0,0.4,550,0,0
2,2266,3329,2,1145,964,3,8.8,4808,11,12,229,96.3,12.8,12.0,2,2.0,0.3,609,0,0
5,1735,3968,91,892,944,38,9.4,2347,6,21,8,89.0,12.0,8.0,9,0.0,0.7,447,1,0
3,1953,15,33,1025,830,0,7.6,3787,24,46,24,75.7,11.2,11.0,9,5.0,0.3,200,89,0
0,6597,32,0,1098,880,44,8.0,7867,6,9,13,92.2,13.3,13.0,1,1.0,0.2,1600,4,0
1,2036,79,0,1096,851,166,10.5,3854,6,39,426,132.5,15.7,15.0,3,3.0,1.1,200,8,0
130,6233,151,21,1230,1004,0,9.1,7796,15,25,10,97.3,13.2,14.0,5,6.0,0.6,200,4,1
0,4595,52,0,1070,853,0,7.6,3793,12,57,20,102.5,13.8,10.0,2,0.0,1.2,1600,3,0
4,8001,155,151,1056,935,44,8.1,6174,23,44,10,83.6,12.2,17.0,3,7.0,1.2,200,4,0
7,5902,2595,0,1276,1083,47,9.2,3967,8,9,12,117.4,15.1,15.0,2,1.0,0.1,200,2,0
7,1577,7,63,883,790,35,7.8,7709,7,2,9,118.3,15.2,19.0,3,2.0,0.0,200,0,0
4,3096,1170,64,1049,840,4,6.2,7364,19,38,12,86.5,11.4,12.0,2,5.0,0.4,200,2,0
0,1355,16,0,1054,931,42,8.2,8892,17,8,9,102.0,14.2,16.0,1,2.0,0.9,555,1,0
3,1683,3064,163,1150,1017,59,9.3,8960,18,27,8,123.5,14.9,13.0,3,2.0,0.4,200,1,0
3,2559,3196,153,1394,1173,218,8.9,6844,13,46,47,117.8,15.0,24.0,5,4.0,2.1,200,3,0
0,1413,28,3,1082,905,0,8.1,3632,5,19,13,94.1,12.8,12.0,4,3.0,0.3,200,2,0
0,4579,36,5,1124,1005,10,7.9,6200,3,15,104,118.2,14.5,14.0,2,9.0,1.2,200,1,0
5,1524,2910,144,1286,1092,239,9.0,4804,16,8,25,106.0,13.3,16.0,3,2.0,0.2,200,3,0
0,5540,5,0,1272,1076,3,9.5,5383,10,13,17,109.4,14.0,14.0,3,2.0,0.3,200,2,0
4,6000,2327,14,1055,918,1,7.7,4802,22,17,239,61.6,10.3,19.0,0,4.0,0.3,200,3,0
3,2405,2760,0,1254,1011,2,8.1,6960,3,19,8,110.8,14.1,16.0,3,1.0,0.4,200,3,0
1,1171,21,13,1179,1001,55,7.9,4563,7,32,115,95.2,13.3,15.0,6,2.0,0.2,371,10,0
3,2043,2801,339,892,737,94,7.4,4331,3,3,11,86.6,11.6,9.0,1,2.0,0.0,200,0,0
577,1802,898,30,1229,1066,4,7.9,6309,8,16,236,98.1,13.5,11.0,4,0.0,0.3,200,0,1
3,2400,3371,42,1109,979,0,8.3,5918,10,8,12,90.3,13.0,10.0,3,0.0,0.1,200,2,0
4,1407,3055,82,1421,1141,263,9.4,5516,17,16,12,114.3,14.4,15.0,2,0.0,0.7,200,5,0
5,3067,3173,154,1264,1059,221,9.3,4164,9,10,13,113.1,14.0,16.0,2,2.0,0.2,200,1,0
1,5363,56,2,1045,868,0,7.8,4057,6,9,13,101.7,13.8,10.0,2,1.0,0.5,200,0,0
0,2705,76,21,992,917,0,8.2,3679,8,8,10,93.5,12.9,12.0,4,3.0,0.4,200,0,0
2,3991,95,5,1670,1418,312,9.9,5875,21,14,14,117.5,14.2,16.0,3,0.0,0.3,200,2,0
2,1626,2869,65,1040,871,166,9.8,3512,5,11,416,119.4,14.6,12.0,3,1.0,0.0,200,2,0
8,4353,41,18,1492,1313,275,9.9,5321,13,4,17,117.4,14.6,20.0,0,4.0,0.0,200,0,1
5,2794,3119,145,1210,1071,225,8.5,4210,20,7,11,91.0,12.3,14.0,0,4.0,0.2,200,0,0
2,3317,3331,144,1372,1043,261,6.5,3894,11,39,20,107.4,13.8,22.0,0,3.0,1.9,200,13,0
2,2022,62,0,1179,1109,13,7.3,9383,16,64,35,80.5,11.5,11.0,10,5.0,0.5,550,21,0
9,1174,2809,8,1149,921,1,7.5,9915,11,17,14,91.3,12.7,9.0,6,3.0,0.1,374,6,0
3,1322,2759,96,1097,899,2,7.7,4683,25,33,13,90.8,12.6,13.0,4,2.0,1.0,200,3,0
0,1754,23,147,1060,863,41,7.6,8689,21,27,9,82.4,12.3,15.0,3,2.0,0.5,200,2,0
5,1177,2946,4,1231,1014,2,8.4,9563,8,15,10,99.1,13.7,11.0,5,0.0,0.1,377,3,0
2,2297,2031,4,1343,1191,0,8.4,7066,6,7,273,97.5,13.6,13.0,1,2.0,0.5,200,0,0
190,4400,64,146,1513,1168,235,8.8,4930,11,25,59,115.1,14.4,18.0,3,3.0,1.3,200,4,1
935,5674,118,15,1239,1017,3,9.1,9493,12,8,50,91.5,12.9,11.0,2,3.0,0.0,200,0,1
0,7679,36,11,1189,1051,0,9.6,5295,12,10,13,87.1,12.4,11.0,3,2.0,0.2,579,1,0
4,1205,2844,20,1126,868,5,9.4,4056,5,62,13,92.7,12.8,13.0,6,10.0,0.7,405,24,0
65,4469,38,171,1049,929,8,8.2,6490,15,15,14,93.4,13.0,12.0,0,3.0,0.3,200,2,1
19,7452,38,7,1374,1158,261,9.5,5317,6,5,13,117.8,14.3,16.0,2,2.0,0.0,200,9,1
2,1352,2446,4,1273,1068,205,9.2,4216,17,33,12,114.2,14.4,15.0,3,3.0,0.9,200,39,0
5,1323,2426,3,1056,927,44,8.4,5989,20,15,14,90.8,12.8,15.0,3,5.0,0.4,200,15,0
0,7332,46,1,953,842,18,7.8,3431,13,12,13,100.9,13.6,12.0,0,5.0,0.2,6500,1,0
0,5479,39,4,1068,857,1,8.4,4616,13,22,10,93.8,12.9,10.0,2,1.0,0.7,524,3,0
2,3914,37,2,1027,873,51,8.5,7764,107,39,10,122.5,15.2,15.0,2,4.0,0.7,200,4,0
8,2871,3250,2,1320,1030,202,9.8,5852,9,63,13,147.5,18.8,77.0,4,2.0,6.0,200,8,1
2,6950,89,0,1032,900,3,8.2,4292,5,14,65,95.2,12.9,10.0,3,2.0,0.1,550,3,0
2,4005,533,77,1102,852,162,8.9,4081,2,13,424,123.9,14.8,15.0,4,3.0,0.0,200,7,0
3,1192,2453,3,930,819,0,8.5,3608,5,16,12,98.3,13.0,13.0,4,2.0,0.2,392,2,0
2,5139,108,12,1209,1004,1,7.9,5039,7,19,226,89.9,13.0,11.0,2,2.0,0.5,200,7,0
1,2764,218,194,1123,954,36,8.4,4153,27,21,9,92.6,12.3,10.0,5,4.0,0.0,200,23,0
9,2043,23,6,1162,1022,44,8.4,4701,13,18,21,81.9,11.6,17.0,5,4.0,0.1,200,23,0
10,1676,3305,70,965,810,18,4.5,7676,66,123,8,118.2,15.1,43.0,2,2.0,3.0,550,39,0
4,1849,3182,201,1135,962,111,9.1,7649,6,44,6,97.1,13.9,16.0,1,2.0,0.9,200,5,0
2,1343,78,107,1435,1206,272,9.3,5367,14,9,15,98.6,12.6,14.0,4,2.0,0.1,200,3,0
2,4701,42,3,1113,949,41,7.8,10460,19,13,14,109.7,14.8,16.0,3,5.0,1.0,200,5,0
0,1431,16,150,1149,952,140,8.9,4086,19,5,11,109.3,14.3,19.0,3,1.0,0.0,200,2,0
1,1735,3473,119,1117,869,0,9.0,3567,5,17,268,84.4,12.8,12.0,4,7.0,0.0,568,14,0
6,4086,395,7,1572,1191,250,10.5,4614,14,7,14,112.5,13.8,14.0,3,0.0,0.1,200,2,1
0,2387,33,4,1035,896,34,8.1,9506,13,19,101,101.6,14.5,14.0,0,4.0,0.7,200,4,0
1,1341,3194,106,991,825,0,8.6,4068,5,3,10,100.3,13.6,8.0,3,2.0,0.0,541,0,0
2,4105,41,5,932,854,0,8.6,4075,14,4,10,100.5,13.7,10.0,4,0.0,0.0,200,1,0
0,1000,90,4,1146,962,0,8.2,3883,7,25,44,95.6,13.2,14.0,10,2.0,0.2,925,31,0
4,2901,3134,136,1390,1159,226,9.0,5224,7,11,13,112.7,14.2,15.0,4,12.0,0.0,200,3,0
2,1416,3265,109,979,1299,0,5.3,10320,21,32,193,108.0,14.0,13.0,2,3.0,0.9,200,42,0
5,2245,3323,134,1444,1172,226,8.6,5307,15,32,30,116.5,14.8,22.0,4,5.0,1.7,200,11,0
2,1851,3226,3,927,795,0,8.1,4262,6,24,16,88.4,12.1,9.0,0,1.0,1.2,445,1,0
0,3389,18,2,1181,964,0,8.2,7383,14,17,10,81.3,13.8,11.0,4,2.0,0.2,2650,2,0
9,1538,3472,238,1086,881,165,10.9,4084,11,19,370,128.1,15.6,16.0,2,5.0,1.5,200,2,0
3,1345,37,0,1275,1123,242,9.4,5007,6,10,13,116.2,14.4,15.0,4,4.0,0.2,200,1,0
2,1699,350,24,1271,1127,0,8.8,5783,21,8,258,95.0,13.3,11.0,0,2.0,0.3,200,1,0
0,4564,33,3,1148,940,0,7.3,4579,18,27,12,107.4,14.2,13.0,2,1.0,1.0,200,1,0
0,3104,19,2,882,707,4,7.5,3469,7,65,24,82.8,11.9,14.0,10,3.0,1.2,200,40,0
4,2421,3510,14,1284,988,3,9.7,12000,15,30,14,98.0,13.3,13.0,3,1.0,0.1,200,20,0
2,1843,2332,2,1257,1077,2,8.4,6237,4,10,258,92.3,12.9,15.0,2,2.0,0.1,200,3,0
1,2755,7,1,1222,951,9,9.6,4209,13,63,18,103.4,13.7,12.0,9,14.0,1.0,200,42,0
1,1313,58,19,948,842,135,10.4,3954,18,9,340,127.9,15.4,15.0,0,4.0,0.0,200,1,0
0,4907,25,0,1178,993,70,9.5,4506,6,14,13,93.1,13.2,15.0,10,0.0,0.1,200,6,0
4,1361,30,10,1098,932,0,8.4,3997,5,25,12,92.4,12.6,10.0,10,1.0,0.1,375,27,0
6,2432,2220,168,1140,943,0,8.3,3776,12,9,16,95.1,13.2,10.0,3,3.0,0.1,200,0,0
14,1343,53,2,1043,919,17,8.9,4702,36,32,19,86.2,12.2,10.0,7,0.0,0.3,200,23,0
3,1709,413,13,1192,1086,26,9.0,4128,15,45,25,87.6,12.6,13.0,12,0.0,0.4,200,86,0
2,1382,2710,10,1317,1142,0,8.7,6650,9,42,27,104.1,14.2,10.0,3,1.0,0.9,582,3,0
4,1796,8,2,1186,973,199,10.0,4091,2,8,504,115.4,14.3,11.0,0,0.0,0.1,200,0,0
0,4187,10,0,1174,1056,193,8.8,4626,4,18,11,116.9,14.3,15.0,2,3.0,0.5,200,13,0
2,2072,3381,3,1381,1072,5,8.4,5730,9,37,247,97.7,13.4,16.0,0,3.0,0.6,657,4,0
2,3774,3419,171,1269,1027,223,8.5,4438,13,11,13,104.9,13.2,13.0,0,2.0,0.4,200,3,0
1,2603,65,2,1093,955,44,6.4,3372,12,16,675,99.2,13.4,13.0,2,3.0,0.4,200,1,0
0,1346,13,0,1244,1052,229,9.5,4719,14,10,12,121.7,14.8,15.0,4,3.0,0.7,200,0,0
1,1368,3285,7,1068,840,4,8.8,4108,5,14,57,104.7,13.6,10.0,3,3.0,0.7,370,3,0
4,1655,3340,7,1349,1051,164,8.9,4985,102,14,73,106.6,13.7,17.0,1,4.0,0.4,365,0,0
4,6618,2296,30,1257,1025,5,7.5,4664,5,48,18,100.7,13.2,13.0,6,6.0,0.3,200,47,0
3,3681,2834,388,1093,944,3,8.7,10800,8,10,9,95.1,13.6,10.0,4,3.0,0.2,200,1,0
3,2834,3032,34,1120,918,5,8.0,9928,19,58,14,97.5,13.7,13.0,4,5.0,1.4,200,8,0
3,1674,3121,92,1110,975,14,8.5,5393,4,10,198,94.3,12.9,11.0,0,0.0,0.3,200,0,0
3,3891,3008,374,1088,896,42,7.6,3817,15,34,14,89.9,12.4,19.0,3,1.0,0.3,200,21,0
0,1357,124,13,1258,1061,2,8.4,7401,6,28,12,96.6,13.5,11.0,2,2.0,0.2,557,7,0
14,3480,52,169,1263,1070,0,8.2,4419,5,17,39,97.5,13.5,9.0,2,2.0,0.2,200,2,0
3,1506,2875,2,1156,1029,72,7.3,3999,13,10,10,104.7,13.6,16.0,2,2.0,0.1,375,2,0
3,5207,3011,413,1046,1009,0,10.4,10120,13,10,8,96.9,13.7,14.0,4,3.0,0.1,200,1,0
0,1692,115,14,980,829,40,8.1,9200,24,18,7,107.2,14.7,14.0,1,5.0,0.9,200,3,0
3,1653,3439,0,1062,929,42,8.3,8947,23,28,11,99.4,13.9,19.0,2,18.0,0.9,200,5,0
1,8909,80,10,1337,1109,2,8.6,6354,13,9,267,96.0,13.7,14.0,2,0.0,0.1,200,0,0
2,2058,134,19,1060,851,42,7.3,3698,16,31,11,107.1,14.9,17.0,3,6.0,1.0,1258,4,0
5,1721,78,5,1272,1127,0,9.9,7914,16,39,10,102.1,13.9,11.0,5,5.0,0.8,200,6,0
3,1706,3378,449,1071,846,10,8.4,3672,17,37,13,95.2,12.8,10.0,22,1.0,0.4,200,22,0
3,1730,3169,374,1134,937,43,7.9,11790,3,33,11,100.2,13.9,17.0,3,2.0,1.1,200,3,0
0,4787,17,126,1362,1071,238,8.3,4558,10,13,14,117.6,14.3,17.0,4,6.0,0.4,200,3,0
1,3464,93,0,1037,873,1,8.4,3713,20,19,17,88.6,13.2,10.0,7,3.0,0.1,571,17,0
2,2038,2993,6,1093,864,172,9.4,3631,11,25,434,114.2,14.0,12.0,3,7.0,0.3,200,5,0
4,2405,3374,478,1130,887,2,8.4,3725,16,31,19,89.1,13.1,10.0,4,3.0,0.4,200,8,0
2,2950,11,138,949,813,36,6.4,7172,14,8,9,84.0,11.7,12.0,0,3.0,0.2,200,0,0
2,2528,182,17,1051,813,106,9.2,5865,11,57,678,135.1,16.2,20.0,6,8.0,1.2,1728,8,0
0,5318,26,20,1414,1086,249,9.3,4556,10,11,17,116.3,14.2,14.0,0,5.0,0.3,200,0,0
1,9860,46,5,1736,1487,80,10.2,9115,18,80,25,129.2,16.8,20.0,3,4.0,1.8,200,12,1
2,2363,8,192,1506,1175,261,9.5,5574,6,22,11,113.7,13.9,15.0,3,3.0,0.1,200,6,0
2,1381,72,11,1408,1170,248,9.1,5133,10,6,13,121.8,15.0,17.0,2,4.0,1.1,581,0,0
1,1358,3359,110,1151,978,5,7.6,4444,7,35,11,98.5,13.1,13.0,5,4.0,0.3,550,11,0
1,1000,124,7,890,714,44,9.5,5700,22,16,801,83.7,12.5,13.0,6,2.0,0.8,200,1,0
4,1000,1982,0,1251,1012,39,7.1,3480,5,57,829,84.3,12.9,13.0,3,8.0,0.2,200,46,1
1,1361,3131,2,1153,980,0,6.5,9910,20,27,11,81.6,11.9,11.0,2,0.0,0.5,200,3,0
5,1467,59,2,1022,893,38,8.3,10800,14,34,10,103.7,12.9,17.0,0,3.0,0.7,200,4,0
0,1214,13,0,964,856,2,9.3,9480,11,8,15,97.3,13.3,14.0,8,3.0,0.2,414,1,0
1,1730,136,16,1169,954,0,11.1,10370,7,49,14,98.8,14.0,14.0,2,4.0,0.7,930,3,0
3,1401,3418,110,1157,968,21,9.8,7481,3,24,377,98.1,13.3,13.0,2,2.0,0.6,601,1,0
0,1691,2725,6,1600,1304,293,9.1,5636,5,31,13,111.6,14.4,17.0,4,0.0,1.3,524,3,0
9,2915,2810,157,1322,1162,0,8.5,5303,12,15,269,95.4,13.7,11.0,2,3.0,0.7,200,1,0
0,1702,135,22,1503,1269,273,9.4,5466,14,46,14,115.6,14.5,15.0,4,3.0,0.9,902,12,0
0,1356,43,2,1140,860,11,7.9,4089,14,28,11,85.5,12.2,12.0,11,1.0,0.1,556,15,0
6,1755,3532,4,1128,969,1,10.2,6129,9,16,13,94.9,13.6,10.0,4,3.0,0.9,200,2,0
1,1366,3453,117,1123,960,0,8.1,4667,5,11,15,90.9,12.5,10.0,4,2.0,0.1,200,1,0
2,1368,2869,103,978,793,7,8.2,3648,13,40,15,87.7,13.3,12.0,6,7.0,0.7,568,31,0
17,1182,2774,3,1483,1195,240,9.8,4679,7,31,113,123.0,15.1,18.0,5,5.0,0.5,382,10,0
1,2711,102,12,887,758,0,9.0,9977,7,9,9,92.8,13.3,10.0,3,2.0,0.3,200,1,0
3,1981,3387,10,1303,1059,2,11.6,7359,18,54,19,107.2,14.3,23.0,4,10.0,2.5,396,10,0
6,2502,238,17,1185,966,44,8.9,5427,6,7,16,73.5,10.9,16.0,2,2.0,0.0,200,1,0
1,3747,139,14,1594,1322,192,8.5,8010,7,35,17,110.3,14.1,15.0,5,2.0,0.5,200,36,0
0,7221,3706,125,1123,846,0,7.5,4062,8,28,16,91.3,12.6,12.0,6,2.0,1.3,541,11,0
15,1378,10,8,1082,966,212,9.4,4311,2,2,9,111.5,13.8,15.0,1,3.0,0.0,200,0,0
2,1415,2696,5,1114,980,1,8.3,11130,10,30,14,93.9,13.3,12.0,4,2.0,0.3,615,5,0
0,1000,23,0,1311,1091,217,9.5,4863,9,11,14,113.0,14.0,19.0,2,6.0,0.2,200,3,0
0,1403,28,5,721,652,0,6.6,4552,5,12,12,102.6,14.7,6.0,3,2.0,0.2,603,0,0
9,1738,2825,4,1193,1026,41,9.2,8801,9,54,11,105.7,14.6,18.0,14,25.0,0.7,200,7,0
1,2093,22,0,1397,1121,13,8.5,5641,18,13,258,92.6,13.1,17.0,3,0.0,0.1,375,3,0
4,3937,3665,455,1191,997,42,8.8,10390,16,59,15,95.8,13.3,22.0,4,6.0,1.7,200,6,0
8,1668,3262,127,1123,905,4,7.6,4024,12,20,9,84.5,11.8,13.0,4,3.0,0.0,200,12,0
0,4341,34,1,716,622,49,9.6,7572,15,55,410,80.9,11.3,12.0,2,2.0,1.6,200,19,0
0,3844,96,20,1469,1226,273,9.5,5455,15,28,25,113.7,14.3,15.0,4,3.0,0.6,549,18,0
2,1316,2657,12,1247,1062,5,10.6,4925,12,66,16,109.7,14.4,13.0,4,15.0,1.1,516,35,0
8,1555,2552,13,1295,1073,163,18.2,7985,34,122,18,145.4,18.3,279.0,5,8.0,6.5,200,8,0
18,1879,3485,104,1466,1152,238,9.1,5605,13,41,29,101.7,13.3,16.0,4,3.0,0.9,200,19,1
8,1324,2621,189,1133,987,4,7.4,11280,18,15,20,91.3,12.8,11.0,4,2.0,0.1,200,2,0
418,2870,1205,66,467,417,17,4.7,10860,11,7,6,109.4,13.2,10.0,1,2.0,0.0,200,3,1
1,3086,6,4,1334,1186,8,9.1,6387,24,21,246,94.3,13.3,17.0,242,48.0,0.6,200,2,0
4,2060,3293,1,1002,853,0,8.6,3738,6,21,24,87.0,13.1,11.0,6,3.0,0.3,200,38,0
1,4256,55,0,994,885,42,7.2,9312,26,22,9,105.6,14.2,13.0,1,2.0,0.5,200,1,0
19,2312,46,6,1231,1068,59,8.5,7057,18,19,42,99.2,13.4,14.0,2,14.0,0.5,200,4,1
12,1382,8,6,841,730,4,6.6,5249,5,7,12,94.3,12.1,10.0,0,1.0,0.1,200,2,0
3,5575,3231,176,1436,1193,260,9.0,4918,21,23,16,109.8,13.9,16.0,0,2.0,0.5,200,2,0
4,2428,2861,123,1111,795,178,11.1,3774,16,31,458,123.9,15.4,21.0,3,4.0,2.5,200,7,0
2,3093,82,5,1030,909,0,8.8,3938,5,8,10,97.2,13.2,12.0,3,2.0,0.1,200,1,0
7,2222,2651,192,1142,1022,24,7.0,4183,14,5,10,104.0,13.7,14.0,3,2.0,0.0,200,17,0
3,4165,10,11,1613,1442,3,8.7,6631,7,28,253,87.2,13.4,11.0,4,8.0,0.1,200,25,0
0,1751,71,0,1133,934,29,7.7,8737,11,16,16,99.5,13.0,14.0,0,3.0,0.6,900,1,0
2,1612,2192,3,1211,1030,5,8.7,5114,4,7,244,96.7,13.6,12.0,2,0.0,0.1,200,0,0
2,5550,141,2,1056,857,16,8.0,4194,11,24,29,93.1,12.9,13.0,6,4.0,0.5,200,31,0
2,1445,302,15,971,891,0,8.0,3817,25,8,11,102.2,13.9,10.0,2,4.0,0.5,200,1,0
0,3093,5,164,940,784,5,8.0,3338,20,36,14,89.3,12.5,11.0,5,4.0,0.5,200,18,0
2,3455,3188,3,876,759,152,10.0,3513,12,11,389,130.0,15.0,13.0,1,4.0,0.6,375,1,0
5,2547,2843,128,1287,1035,223,11.4,5564,27,49,11,119.6,14.5,25.0,2,15.0,2.8,200,10,0
1,4749,3,0,1036,831,7,6.6,4243,11,54,14,90.9,12.5,9.0,6,4.0,0.2,200,14,0
2,3547,35,2,1091,970,40,8.1,10470,11,13,11,98.5,14.2,12.0,2,6.0,0.9,200,2,0
5,1683,2556,2,1478,1177,120,9.4,7544,10,12,11,103.5,14.1,14.0,2,4.0,0.2,200,1,0
6,1460,3006,101,1036,857,0,8.6,7586,15,21,9,79.8,11.7,28.0,6,0.0,0.0,200,3,0
1,4768,25,0,1049,921,14,8.1,3295,13,67,176,94.8,13.7,16.0,9,1.0,1.0,1600,8,0
0,1708,98,1,1060,909,35,7.8,5098,11,4,18,95.8,13.3,12.0,2,0.0,0.0,200,1,0
0,4629,26,3,1354,1371,2,7.9,7158,13,86,8,91.3,12.3,14.0,3,0.0,1.0,200,7,0
3,1424,3289,18,971,995,4,7.8,3536,5,14,12,89.4,12.2,8.0,6,0.0,0.1,428,4,0
0,3466,32,210,1244,1043,2,8.9,8496,41,10,7,93.1,12.8,10.0,2,0.0,0.2,200,1,0
6,1172,2600,2,1355,1162,2,8.5,10760,9,45,17,88.0,12.4,15.0,5,3.0,1.1,372,17,0
0,1361,129,13,1456,1186,236,11.0,4607,7,35,11,111.4,14.1,14.0,5,6.0,1.2,550,9,0
0,1544,140,18,1295,1131,236,8.7,5414,30,17,25,103.7,13.8,18.0,2,0.0,0.7,200,4,0
0,6859,92,4,837,767,2,6.3,4963,26,58,12,90.5,12.1,10.0,5,7.0,0.3,900,6,0
2,2389,5,5,800,693,3,6.2,4382,10,14,11,92.0,11.9,10.0,0,2.0,0.1,200,2,0
0,2134,80,8,1507,1275,267,9.1,4952,17,43,14,111.2,14.5,20.0,4,3.0,2.0,200,4,1
0,7050,3287,104,1312,1118,239,8.3,5125,22,17,14,105.3,13.4,13.0,0,1.0,0.8,200,9,0
4,1384,49,20,1377,1262,6,10.2,7729,7,14,101,103.1,13.1,15.0,2,3.0,0.1,375,6,0
0,2476,30,1,1100,930,137,8.5,8294,7,11,33,106.1,13.9,13.0,2,3.0,0.4,200,2,0
3,5192,3489,158,1429,1161,193,9.0,5410,16,20,15,114.5,14.3,17.0,2,3.0,0.9,200,2,0
4,2068,2595,0,856,640,73,8.4,4718,17,14,7,95.1,12.4,11.0,2,0.0,0.4,375,2,0
2,4589,2734,0,1271,983,137,9.6,5786,7,58,344,104.4,14.1,14.0,2,2.0,0.5,200,298,0
2,2034,147,18,1400,1294,5,9.1,7881,18,23,35,97.3,12.7,14.0,1,0.0,0.3,1234,2,0
2,2465,3381,388,1171,1006,45,7.9,10700,18,17,9,102.9,14.2,19.0,0,2.0,1.1,200,5,0
2,4880,14,207,1251,1062,5,9.1,5738,14,11,28,114.0,14.2,16.0,1,2.0,0.4,550,2,0
1,1755,286,11,994,825,3,9.9,5021,24,13,17,95.5,13.4,15.0,3,2.0,0.4,200,2,0
3,5035,3559,1,1285,1107,0,10.0,10050,7,13,14,92.9,12.8,11.0,5,3.0,0.2,200,2,0
1,1181,21,0,1344,1132,225,9.2,5353,14,12,11,113.5,14.1,14.0,3,2.0,0.1,375,3,0
5,3106,3026,82,1080,948,45,8.3,7896,11,34,30,98.6,14.0,14.0,3,1.0,1.1,200,3,0
0,1859,26,3,1297,1137,231,11.1,4407,19,16,14,101.0,14.3,14.0,2,2.0,0.5,200,2,0
9,2794,31,107,1133,909,191,7.3,3562,20,20,14,62.5,9.8,14.0,1,2.0,0.4,200,0,0
0,6303,21,10,1101,967,85,8.4,8277,18,16,9,103.7,14.1,14.0,2,4.0,0.7,5450,1,0
15,1800,23,0,1188,1096,210,9.0,4314,7,9,11,116.0,14.3,12.0,2,6.0,0.2,200,3,0
5,2343,3978,87,1157,948,0,7.4,4050,14,21,14,90.8,12.5,11.0,3,1.0,0.8,200,5,0
6,3455,138,5,1231,1075,2,8.1,7391,9,7,22,101.7,13.9,10.0,4,0.0,0.1,555,0,0
2,5179,3287,0,1216,1016,0,7.8,4916,8,44,17,111.5,14.7,10.0,4,8.0,1.2,200,3,0
4,3484,15,167,1278,968,2,8.8,4078,12,68,12,102.9,13.8,10.0,7,9.0,0.7,200,21,0
0,6975,121,13,1249,984,5,9.3,4194,39,65,26,98.3,13.2,10.0,8,5.0,0.2,200,52,0
0,1350,157,24,1128,993,0,8.2,4390,5,10,14,101.5,13.7,9.0,4,2.0,0.3,477,0,0
3,9710,215,10,943,725,0,8.9,3645,18,42,10,88.3,12.4,13.0,5,10.0,0.3,200,9,0
1,1996,129,18,1022,899,18,6.4,4652,736,848,33,98.0,12.7,13.0,10,37.0,0.9,200,38,0
4,1995,3066,150,1143,978,0,6.3,3631,12,9,7,103.9,13.7,11.0,5,0.0,0.3,200,0,0
4,1000,2431,211,1153,983,204,8.7,4310,1,3,12,114.6,14.5,19.0,2,2.0,0.0,200,1,0
0,2043,14,12,1332,1088,1,8.1,6669,7,16,259,89.0,12.8,12.0,1,0.0,0.5,200,2,0
4,1287,3385,107,1131,904,145,9.8,5380,4,18,397,106.4,13.9,13.0,2,3.0,0.6,487,16,1
4,4411,3494,1,1089,979,0,7.9,4108,31,30,22,108.1,14.4,12.0,2,2.0,0.5,461,4,0
3,1370,8,0,1242,1125,0,9.1,7775,7,13,12,84.3,12.3,11.0,4,4.0,0.1,550,1,0
0,5934,59,6,1079,1014,43,8.1,9397,18,26,10,97.1,12.5,14.0,4,0.0,0.2,200,1,0
1,1247,13,48,1333,1090,39,9.6,5217,7,73,11,94.0,13.7,14.0,15,2.0,0.8,447,10,0
7,1405,2511,3,973,870,103,8.0,5963,25,14,13,89.2,11.9,12.0,3,0.0,0.2,605,2,0
10,1988,3158,64,1240,987,19,8.7,3763,15,41,28,92.7,12.5,21.0,8,1.0,0.3,200,66,0
185,7349,933,57,1374,1257,251,10.0,4705,9,16,9,119.5,14.5,14.0,3,6.0,0.2,200,1,1
3,1895,3110,6,1067,881,8,8.6,4523,6,14,9,97.1,13.1,7.0,0,4.0,0.6,299,2,0
4,3492,3453,459,1161,919,2,8.9,10770,6,7,9,91.9,13.2,11.0,4,3.0,0.2,320,1,0
3,2825,132,15,1168,1044,42,8.5,9290,18,6,14,96.4,13.6,15.0,3,1.0,0.0,200,2,0
2,3499,3083,272,533,476,40,7.3,6836,29,21,6,108.3,13.6,9.0,0,2.0,0.2,200,0,0
8,3772,3515,150,1392,1180,235,9.3,5413,14,13,29,120.2,14.7,14.0,3,2.0,0.4,200,0,0
0,1768,130,14,1299,1062,15,8.2,5402,7,31,56,98.3,13.5,17.0,8,7.0,0.0,968,66,0
2,1404,23,0,978,849,46,7.4,8052,12,13,10,100.9,13.8,15.0,2,2.0,0.3,424,1,0
0,6516,17,9,1050,931,41,8.8,7260,7,13,10,120.6,14.8,13.0,2,1.0,0.2,200,2,0
