CA,ANONYMOUS_1,AL,PQINDEX,P,FE,V40,ZN,B,S,SI,MO,NA,CU,ANONYMOUS_2,BA,MG,K,CR,MN,Y_LABEL
15,4148,0,20,976,18,136.4,8,7,21080,1,0,0,8,200,0,1,1.0,0,0,0
3406,7103,2,36,545,66,132.4,101,0,14010,4,3,0,3,200,0,0,0.0,0,0,0
3224,1350,2,386,1346,784,70.1,1630,118,10060,35,16,8,18,550,2,11,2.0,8,11,0
2605,1525,9,63,1084,124,59.6,1220,198,8427,17,3,4,6,200,0,7,0.0,2,2,0
3523,4192,15,218,733,115,128.2,63,137,15980,4,9,2,0,200,0,2,1.0,2,2,1
204,1698,0,242,1084,345,70.0,1326,18,9446,26,11,19,15,200,0,10,2.0,6,6,0
40,2102,1,109,1609,71,167.0,35,1,29340,13,0,4,0,200,0,1,4.0,0,1,0
3385,1186,9,15,484,25,139.9,25,17,24870,4,0,1,4,200,13,0,0.0,0,0,0
235,1373,0,6247,700,1285,131.1,40,0,21990,574,5,13,4,200,0,9,26.0,10,12,0
32,3452,0,25,195,30,145.2,9,0,18220,10,0,0,5,200,0,0,2.0,0,0,0
3756,7440,4,65,910,266,169.5,33,415,28590,3,2,9,2,375,0,2,0.0,2,3,0
77,1473,3,1094,748,419,154.4,28,4,19930,100,0,0,1,200,6,1,2.0,5,4,0
2035,2878,3,150,1054,205,61.6,804,2,8323,15,2,2,552,200,0,7,0.0,1,14,0
584,7722,1,43,774,404,148.0,5,1,27850,2,9,0,2,200,0,1,5.0,2,3,0
159,2042,2,134,400,180,138.5,33,15,20510,3,1,1,15,1242,1,4,1.0,4,3,0
888,1712,8,340,411,237,134.0,194,32,9822,8,9,2,95,550,2,3,2.0,5,4,0
3871,2397,3,86,1184,103,109.8,1311,133,4407,72,1,20,33,746,0,11,15.0,1,3,0
14,1748,0,1491,1005,1828,127.9,6,174,18950,808,2,3,4,200,1,64,9.0,223,15,0
2924,2470,5,2571,2355,164,147.3,28,119,29600,9,1,3,4,200,0,0,0.0,4,4,0
1472,1470,7,2210,469,2000,128.1,206,6,11510,771,25,16,6,375,0,10,28.0,20,19,0
2344,3991,1,594,2272,2715,187.7,20,3,31380,38,114,4,7,200,0,0,0.0,22,21,0
2932,1737,1,127,2656,281,134.7,156,260,33550,7,3,6,5,200,0,4,0.0,3,4,0
4077,1861,5,124,337,29,144.6,25,379,17630,2,0,0,0,375,0,2,2.0,0,0,0
3064,1918,5,2524,1091,266,57.9,1474,128,3526,16,3,14,42,200,0,11,2.0,1,55,0
460,1700,3,15,1039,18,125.8,17,142,19920,3,0,0,5,552,0,0,1.0,0,0,0
42,3207,2,245,162,54,144.1,6,45,12720,1,0,0,0,200,0,0,0.0,0,0,0
45,5153,1,586,188,719,122.8,92,9,5174,8,0,3,180,200,0,2,0.0,14,10,0
50,1380,0,398,426,78,145.3,18,0,19550,2,0,2,0,396,0,1,0.0,0,0,0
2920,1982,5,39,478,25,144.2,14,182,23580,9,0,1,0,200,0,1,3.0,0,0,0
2903,2913,3,363,2256,48,140.0,7,506,31620,1,0,0,82,200,0,11,0.0,0,0,0
87,2019,1,43,946,17,131.6,24,2,21380,12,1,2,3,200,0,0,0.0,0,0,0
72,2644,1,53,220,34,135.6,34,1,14380,1,2,1,2,200,0,24,0.0,0,0,0
5,1338,8,215,761,50,137.9,11,1,18660,1,0,2,0,200,5,0,13.0,1,0,0
3024,1840,3,21,2311,19,162.2,146,28,26220,19,0,6,1,200,0,3,0.0,0,0,0
3196,1758,4,37,2718,399,142.8,122,72,31370,5,9,3,6,550,1,1,3.0,2,5,0
164,3297,2,109,1013,137,122.1,96,197,18870,32,16,1,0,200,0,17,1.0,15,1,0
143,1688,0,100,629,84,132.0,52,0,23580,4,0,0,100,200,0,4,0.0,0,1,0
65,4148,3,252,509,155,137.2,15,8,14730,3,0,4,0,200,0,2,3.0,0,2,0
1389,2855,2,90,2455,833,145.7,46,14,27640,12,0,2,41,200,0,2,0.0,9,13,0
116,1662,0,268,2266,179,144.0,47,4,26650,5,5,5,3,200,1,2,0.0,2,3,0
84,3447,0,21,2223,22,162.7,150,134,25930,21,0,7,1,550,0,4,1.0,0,0,0
158,1416,0,130,3052,533,140.0,4,21,37730,2,1,3,0,200,0,0,0.0,1,4,0
85,3625,0,30,1056,54,128.6,18,177,21120,2,0,1,18,200,0,0,0.0,1,0,0
25,22087,0,7079,686,217,138.5,56,2,24900,5,0,6,1,200,0,6,0.0,2,2,0
3051,1895,3,211,602,109,138.5,23,16,18100,31,0,0,0,378,0,0,2.0,0,0,0
53,2022,1,407,1125,283,123.1,13,0,22430,103,0,6,1,550,2,2,10.0,4,3,0
37,3878,0,5,302,53,130.9,15,3,15950,2,0,2,5,978,0,0,0.0,0,0,0
3252,5616,4,104,1049,111,61.5,1193,78,3746,8,1,2,22,616,0,8,2.0,1,2,0
36,5565,0,96,453,32,128.7,76,3,18340,3,1,1,0,200,0,4,1.0,0,0,0
40,1800,3,22,836,37,82.5,837,2,9240,6,12,5,207,200,7,16,2.0,0,3,0
84,1574,1,280,292,167,143.4,6,11,24920,30,0,2,0,200,0,4,3.0,1,2,0
41,2895,2,19,521,60,133.6,11,2,28200,3,0,2,4,200,0,0,0.0,2,0,0
3352,2639,4,103,1006,105,58.6,1213,6,7104,24,3,1,4,200,1,3,0.0,0,1,0
103,4124,3,290,1005,79,121.2,93,0,20050,11,14,3,0,200,0,4,1.0,1,0,0
3469,2733,3,2819,385,122,132.6,10,6,14410,20,0,3,0,200,0,2,2.0,4,4,0
70,3095,107,4187,61,1122,143.0,23,10,13420,462,2,0,2,200,0,3,6.0,10,8,1
3645,1341,0,78,410,18,310.9,40,115,22020,5,0,0,0,541,0,3,0.0,0,0,0
145,2052,3,1084,1130,1631,70.5,1366,15,8263,32,18,14,177,1252,0,9,2.0,4,63,0
3565,6858,5,165,918,61,113.1,1040,0,8424,60,0,0,18,200,0,6,0.0,0,1,0
2676,3546,5,1771,2611,964,139.7,134,149,35830,156,161,10,15,200,0,0,3.0,73,58,0
38,1742,5,104,1218,80,110.8,1422,0,6197,60,0,0,13,200,0,11,1.0,0,2,0
14,1363,2,348,1877,178,142.0,43,121,27890,48,1,3,0,200,0,3,3.0,3,2,0
3263,3067,8,185,877,96,135.9,22,25,18170,3,0,2,0,200,0,0,1.0,2,2,0
5,5217,0,141,199,73,153.4,24,174,12770,4,0,0,1,200,0,8,1.0,1,0,0
133,2101,2,22,1012,21,126.4,59,16,17510,2,3,0,4,1301,0,2,0.0,0,0,0
3532,1850,8,40,608,70,144.5,19,133,27290,5,0,2,2,200,0,0,0.0,1,0,0
122,3183,5,1222,1046,98,132.6,13,0,22950,6,3,2,1,200,0,3,2.0,1,1,0
3227,10182,5,32,688,89,151.0,42,120,13130,3,0,0,53,200,0,8,0.0,1,1,0
2833,2147,6,32,106,33,177.2,7,113,13900,1,0,0,2,200,0,1,1.0,0,0,0
3970,5411,6,117,369,107,147.1,42,202,23650,13,0,10,66,200,0,3,2.0,2,2,0
3424,2370,3,1084,191,102,122.9,75,451,6047,5,0,2,105,375,0,0,1.0,3,3,0
111,2108,1,110,1446,58,113.5,1679,0,6916,60,0,1,8,200,0,15,1.0,0,0,0
897,9306,3,17384,249,233,181.7,30,35,7029,13,0,6,8,200,0,3,2.0,3,6,0
2045,8439,1,299,2267,1504,140.1,5,3,32470,5,6,2,3,200,0,0,0.0,5,10,0
3618,7302,1,346,1122,314,56.0,1309,118,3276,10,6,22,94,965,0,10,4.0,2,29,0
3387,3390,2,35,585,81,153.1,31,453,11850,0,0,2,43,200,0,5,0.0,1,1,0
13,3767,2,185,1181,232,131.8,30,186,18080,16,0,2,0,200,0,2,2.0,3,2,0
3074,1905,4,1256,1156,377,126.3,71,144,21010,128,0,2,1,200,0,0,3.0,5,4,0
82,3126,2,69,934,52,137.1,32,4,21760,2,4,2,0,200,0,0,0.0,0,0,0
43,1822,1,146,733,120,127.7,69,3,19910,4,0,4,0,200,4,0,0.0,2,2,0
2325,4302,4,6239,806,2560,146.5,36,5,18840,618,0,5,9,200,0,83,10.0,25,35,0
13,3205,3,44,2571,107,138.7,56,170,36670,3,5,4,2,200,0,2,0.0,2,8,0
11,1331,2,112,1172,60,131.2,17,154,21750,2,0,0,0,200,1,0,3.0,1,0,0
64,4530,2,2711,406,63,137.5,17,6,14510,2,0,0,0,200,0,1,0.0,0,0,0
3240,1699,5,99,327,121,38.4,77,106,3752,28,2,1,1,200,6,7,0.0,1,2,0
2189,1896,4,101,319,89,140.5,25,106,24150,4,1,2,0,200,0,2,0.0,0,0,1
72,6000,5,2769,858,530,132.1,43,9,18330,55,1,1,42,200,0,18,2.0,7,8,0
3275,1726,2,20,2727,45,137.7,11,12,40480,2,10,2,0,531,0,1,0.0,0,0,0
27,1336,0,3136,183,511,143.5,9,3,18390,173,0,8,2,200,3,86,3.0,8,4,0
3270,1757,5,62,2083,92,137.8,25,90,26140,2,4,0,0,521,0,0,0.0,0,0,0
90,3448,2,78,2151,167,146.0,25,13,25180,3,0,3,11,200,0,2,0.0,2,2,1
4,2088,0,34,1131,22,126.5,18,176,22620,2,0,2,2,200,0,1,2.0,0,0,0
2248,1185,4,24,239,40,118.2,23,2,17560,310,1,1,4,385,2,1,2.0,0,1,0
2910,1210,4,39,785,68,129.5,18,41,17590,2,0,2,21,200,4,0,2.0,2,1,0
301,1000,0,5,2367,22,175.8,120,14,22710,11,1,9,0,200,0,1,1.0,0,0,0
59,7121,1,1170,2735,108,144.4,30,3,30310,14,0,3,5,200,0,2,0.0,3,3,0
142,3558,0,221,824,156,137.1,15,5,21380,69,0,2,1,200,0,0,3.0,1,2,0
2781,1326,4,13,362,15,141.3,38,124,15660,2,0,1,2,200,0,0,0.0,0,0,0
2595,2299,8,703,760,286,124.0,233,7,17200,7,1,2,6,200,1,3,1.0,3,3,0
37,4106,45,346,212,331,136.5,51,203,5940,10,0,2,75,200,0,1,2.0,6,5,1
2189,7489,2,585,1836,184,178.9,58,1,31060,2,0,2,2,200,0,7,0.0,0,0,0
61,1326,3,6,988,8,129.3,5,5,20990,0,0,0,3,316,1,0,0.0,0,0,0
108,3881,1,690,944,310,69.6,1146,12,8682,26,4,30,5,200,0,7,2.0,4,7,0
3022,2366,3,64,2537,93,148.5,14,332,29300,2,1,2,7,200,0,1,1.0,2,2,0
2526,5922,2,206,359,24,148.0,14,381,18290,2,0,0,0,552,0,6,0.0,0,0,0
3038,2523,10,1012,1145,400,127.3,31,130,13460,10,0,4,1,200,0,1,1.0,2,5,0
3372,3692,1,35,293,67,123.9,31,9,21390,15,0,0,3,371,0,0,0.0,0,0,0
3432,5230,8,539,961,191,60.0,1088,69,4544,12,21,17,8,200,0,6,2.0,4,7,0
218,2134,0,47,2556,160,137.7,33,9,35590,2,8,5,2,200,0,0,1.0,0,2,0
219,1758,2,64,1000,83,59.6,1208,6,7982,20,3,0,1,550,1,4,0.0,1,1,0
5,6971,27,43,335,48,182.4,106,153,10830,0,1,0,49,200,0,2,0.0,0,0,1
2989,4198,1,20,1050,16,109.4,1273,93,4776,30,0,14,9,550,0,10,3.0,0,0,0
171,2367,1,172,1132,122,55.8,1434,15,3558,10,4,21,8,200,0,10,2.0,3,4,0
78,1372,17,143,698,155,86.6,10,2,19160,8,0,1,1,200,2,0,0.0,2,1,0
167,1723,4,102,933,27,129.4,5,168,21440,0,0,0,1,200,0,0,0.0,0,0,0
105,5963,0,296,1151,120,123.9,19,13,19760,10,0,7,0,200,0,0,2.0,1,1,0
2768,2322,0,294,1186,168,52.1,1322,6,9090,12,4,2,5,200,0,8,1.0,2,2,0
2748,1686,2,256,422,63,137.3,32,31,17420,4,0,0,0,200,0,0,0.0,0,0,0
3084,1506,3,1017,418,367,140.5,17,136,13120,87,2,6,1,200,0,15,4.0,3,9,0
134,2453,2,238,1091,123,57.7,1354,19,3613,10,3,19,2,200,0,9,3.0,2,4,0
105,6747,1,122,183,156,142.1,13,3,15600,16,0,2,2,1747,0,0,1.0,2,2,0
2460,4514,1,110,949,51,65.5,1089,5,3378,5,0,0,9,200,0,6,1.0,0,2,0
2946,6060,29,429,291,129,146.2,21,136,13170,13,2,3,3,200,0,1,76.0,6,2,1
43,10073,0,433,759,368,156.4,34,0,26260,61,0,3,1,200,0,5,3.0,3,4,0
228,1748,0,55,2564,97,138.4,40,9,33800,1,2,5,2,200,0,0,0.0,0,2,0
3013,2105,4,2717,559,934,158.4,33,124,26670,346,1,10,3,200,0,17,12.0,11,10,0
2585,2001,4,47,2599,200,139.4,36,22,29890,4,53,3,4,200,1,0,4.0,1,2,0
5,1000,0,16,1029,28,128.0,4,1,21280,1,0,0,0,200,0,0,0.0,0,0,1
4,1322,1,153,751,51,135.4,25,178,15380,4,0,2,0,373,0,1,8.0,0,1,0
3262,2862,0,87,826,101,292.0,127,114,19390,8,0,6,25,400,0,0,0.0,2,2,0
3370,1363,1,25,393,134,139.6,57,111,15280,6,0,14,6,550,13,0,0.0,1,1,0
2891,1690,4,152,569,96,182.2,19,17,16180,6,1,4,0,200,0,2,59.0,2,2,0
154,1342,0,1492,1165,1478,57.6,1317,0,3672,18,10,21,86,200,0,14,0.0,4,52,0
3057,3496,4,28,204,93,146.6,7,424,20100,3,0,0,3,200,1,1,0.0,2,1,1
33,5573,38,100,200,111,172.3,4,7,14090,7,0,0,0,200,0,0,1.0,1,1,1
2909,6331,9,815,432,106,59.3,541,123,5677,22,1,0,6,200,0,5,0.0,3,1,0
32,2089,1,143,310,112,144.3,31,2,19150,7,0,2,0,200,0,2,2.0,0,1,0
138,1653,0,113,282,79,130.2,15,20,20090,10,0,0,0,853,0,2,0.0,8,0,0
3485,1325,4,56,990,78,62.0,1063,405,3545,6,3,0,188,200,1,5,2.0,0,0,0
127,2091,0,113,1888,221,141.4,229,16,25010,18,5,12,9,200,0,8,0.0,3,3,0
18,3020,0,2451,2060,118,129.9,74,2,32480,5,68,12,4,200,0,2,1.0,3,15,0
68,4463,5,699,1429,448,150.8,64,94,22300,99,0,1,95,200,0,651,6.0,5,8,0
148,1172,0,520,729,105,132.2,31,20,18010,1,0,1,30,372,0,2,1.0,1,1,0
12,2052,1,457,173,440,127.8,144,0,6168,7,0,2,262,550,0,3,2.0,9,9,0
1975,2079,6,1718,241,875,180.4,20,176,6510,597,0,5,5,200,0,8,13.0,15,15,0
60,2398,0,199,2344,144,125.5,135,2,36130,4,4,7,3,1598,0,4,0.0,2,3,0
73,3865,2,502,426,261,137.4,85,4,8941,8,0,1,126,200,0,2,2.0,5,6,1
3318,4130,3,138,1050,458,128.9,37,1,18920,10,0,0,23,3000,0,2,3.0,7,6,0
42,2383,0,144,1601,114,162.8,45,132,27090,2,0,4,8,533,0,1,0.0,2,1,0
2676,1788,0,1058,1199,713,58.4,1445,14,3901,18,11,16,167,200,0,11,3.0,4,78,0
132,3676,0,235,373,142,134.7,36,12,21390,5,2,0,6,200,0,5,0.0,3,2,0
49,4929,1,2284,1025,914,129.1,19,4,19330,542,0,12,3,200,0,20,10.0,9,13,0
3299,3447,3,132,1054,84,61.7,1249,154,4414,10,3,0,13,200,0,7,5.0,0,2,0
67,1402,2,26,480,21,138.0,10,3,22930,2,0,0,3,200,0,2,0.0,0,0,0
136,1295,0,7592,120,3105,275.2,42,17,14160,2191,0,31,15,200,0,194,64.0,39,89,0
15,1743,0,184,320,112,148.0,117,6,17280,12,5,0,0,200,1,16,1.0,2,1,0
342,1369,0,135,542,69,159.6,22,25,26070,3,0,1,0,200,0,2,2.0,0,0,0
35,1352,1,1468,331,571,117.1,32,2,12870,14,0,4,2,550,0,5,1.0,7,7,0
4,1404,6,174,293,183,176.1,24,0,6923,44,0,4,1,200,2,4,5.0,6,4,0
56,1436,15,1846,237,6037,216.3,57,2,27610,3597,12,47,6,636,3,110,254.0,93,52,0
10,1181,2,65,1101,105,134.6,159,0,22880,3,5,2,137,375,5,1,1.0,2,3,0
2714,1403,1,206,366,65,171.2,8,1,17020,0,0,1,0,391,0,2,1.0,1,1,0
3115,1692,5,1838,1090,269,121.3,11,0,21720,60,0,4,1,200,0,21,2.0,13,2,0
18,1696,0,58,443,106,137.1,13,0,21190,2,0,0,12,200,1,0,0.0,2,2,0
3436,1695,2,388,402,116,152.7,40,13,14250,3,5,0,1,200,0,12,1.0,0,1,0
139,1797,1,245,2552,119,144.8,72,17,27380,7,0,3,55,997,0,1,1.0,3,2,0
118,2484,0,31,1272,121,126.9,19,15,23980,3,1,2,21,200,0,2,1.0,3,2,0
2524,1416,6,250,1166,198,127.9,40,193,14300,9,0,6,2,200,0,2,1.0,2,3,0
67,1823,1,1871,852,138,165.1,27,3,24420,4,0,1,0,200,0,2,2.0,0,0,0
37,2638,0,212,1961,451,170.2,294,2,27480,86,0,4,7,200,0,61,6.0,6,6,0
128,2438,9,485,976,919,60.0,1094,10,7636,20,5,4,8,1638,0,6,0.0,5,8,0
154,1650,0,790,370,403,133.4,211,19,13110,8,1,2,326,200,0,3,0.0,7,7,0
7,1381,5,154,807,219,149.6,23,2,28170,4,0,1,20,581,1,0,3.0,2,3,0
25,2043,2,5330,102,648,117.7,110,0,3400,12,1,0,189,221,0,0,0.0,10,8,0
3295,2246,4,86,296,85,145.1,10,0,19850,12,0,1,0,455,0,2,0.0,0,1,0
2533,2117,3,6,494,79,138.4,8,102,17220,0,0,1,0,200,0,3,8.0,0,2,1
1585,2612,1,44,692,97,155.5,38,4,21210,2,0,2,0,200,0,3,0.0,0,4,0
2958,1697,3,110,1067,57,103.2,1318,96,8733,40,2,0,3,200,0,11,0.0,0,0,0
3091,56788,3,115,317,228,194.5,72,468,8453,10,0,0,8,200,0,0,2.0,3,3,0
3179,5802,4,346,230,104,150.9,24,376,13920,10,1,2,0,200,0,1,0.0,2,0,0
3003,1336,4,379,2097,78,123.0,12,9,28130,8,2,4,1,200,2,2,0.0,0,0,0
66,5710,4,150,1077,57,129.4,16,3,20140,7,2,3,0,200,0,5,0.0,0,0,0
119,1616,277,161,1972,327,144.2,18,5,25320,4,1,1,17,200,3,4,3.0,8,5,1
19,1382,1,79,774,115,127.0,14,3,15040,6,0,0,19,200,0,0,0.0,2,2,1
366,2673,1,176,2539,975,146.2,22,23,29770,14,10,3,7,200,0,2,2.0,11,7,0
3453,7430,5,154,967,59,136.7,27,533,20530,2,0,2,0,200,0,0,0.0,0,0,0
2445,2118,0,322,1059,475,61.6,1231,10,8290,13,4,1,7,200,0,11,0.0,4,4,1
5,4110,0,55,945,79,132.4,13,198,20000,11,0,0,1,200,0,0,1.0,0,0,0
203,4842,1,1015,135,353,144.2,8,23,12160,25,0,3,1,200,0,0,0.0,2,2,0
146,1668,0,296,645,369,126.1,141,14,20790,8,1,1,29,868,0,1,1.0,3,4,0
1434,4154,3,203,175,151,151.9,100,21,5311,11,0,2,148,200,0,0,1.0,5,4,0
192,3676,0,42,305,48,147.0,14,4,16680,4,0,0,1,200,0,0,0.0,0,0,0
124,1718,1,141,479,131,168.1,14,13,27280,29,0,0,6,918,0,1,2.0,2,1,0
150,1667,0,174,954,233,64.4,1039,5,3839,6,4,1,23,867,0,6,3.0,2,4,0
154,3933,0,5,300,13,128.6,27,6,19730,10,0,2,0,933,0,0,0.0,0,0,0
7,1383,0,279,2429,3388,129.6,18,0,27160,18,37,3,5,200,1,4,0.0,20,26,0
2471,1576,7,658,272,53,147.6,11,3,14690,1,0,0,0,200,2,0,0.0,0,0,0
151,1366,2,181,556,173,124.8,467,16,10400,15,19,11,45,566,1,4,4.0,5,3,0
70,1380,0,468,467,196,143.0,25,4,18140,4,0,6,0,580,1,0,0.0,0,0,0
20,3034,1,120,321,290,176.7,114,4,18440,16,8,3,13,200,0,0,1.0,3,3,0
20,3059,1,105,2747,242,143.1,33,2,37370,5,7,4,4,200,0,0,0.0,2,2,0
189,2425,2,32,228,65,146.2,22,35,19390,6,0,1,13,200,1,3,1.0,2,1,1
17,2467,0,98,832,18,133.0,5,1,18070,2,0,0,0,200,0,0,2.0,0,0,0
130,2417,0,1563,1030,434,150.3,18,14,29410,97,1,4,0,1617,0,2,4.0,9,6,0
200,1869,1,716,425,169,133.4,16,21,15210,3,0,5,1,200,0,3,2.0,2,2,0
81,8846,0,345,349,73,126.8,102,0,11390,3,2,0,5,200,0,0,2.0,0,0,0
50,7452,0,523,232,49,155.6,83,1,17240,7,4,0,0,200,0,6,2.0,1,0,0
3516,1532,5,457,493,604,177.6,69,0,14140,15,1,6,2,200,0,4,6.0,11,12,0
80,1401,126,323,411,192,133.7,101,1,20700,36,2,2,20,200,2,2,1.0,5,2,1
3081,1778,2,168,510,100,181.0,39,475,27340,5,2,3,4,200,0,0,41.0,2,1,0
121,2101,2,15,1186,6,135.1,10,18,23640,1,0,0,2,200,0,0,0.0,0,0,0
15,2387,0,24,2405,46,138.8,18,4,36510,2,1,2,2,200,0,0,1.0,0,1,0
136,2045,1,2867,746,254,135.3,11,19,15040,104,0,0,0,200,0,0,3.0,1,2,0
3517,5204,2,102,508,69,152.5,22,1,21500,3,2,0,0,200,0,0,0.0,0,0,0
3815,2192,4,96,359,24,186.8,27,505,19500,3,0,0,2,200,0,1,1.0,0,0,0
14,1297,5,51,1215,22,132.0,4,2,19760,1,1,0,0,497,6,2,0.0,0,1,0
14,1416,7,1692,855,873,145.7,8,153,22960,262,0,3,4,200,0,7,7.0,8,10,0
3267,1410,1,24,260,128,138.8,57,3,10600,37,0,2,104,610,0,0,3.0,3,9,0
2606,1722,5,13,2445,358,150.5,69,200,28140,3,1,4,89,200,6,2,2.0,3,4,0
3344,1317,4,169,554,83,170.7,27,10,19360,23,1,1,116,375,0,6,2.0,1,2,0
93,6833,0,967,895,116,120.1,10,1,13920,4,0,1,0,200,0,2,0.0,1,0,0
3143,1247,3,315,1143,178,127.6,28,49,21250,39,1,2,0,447,3,0,4.0,2,2,0
2,4154,0,77,2149,263,159.0,101,2,27130,18,3,3,4,200,0,0,0.0,3,3,0
2692,1359,3,20,196,17,148.3,12,3,17740,1,0,0,3,559,0,0,0.0,0,0,0
2555,1194,3,105,406,44,154.6,36,2,17330,0,2,0,6,394,2,2,0.0,0,0,0
2828,1414,3,66,2215,493,142.2,43,95,32520,12,48,4,5,614,3,5,0.0,5,4,0
39,9666,0,1891,917,1219,133.4,38,0,16840,225,0,16,5,200,0,16,9.0,34,19,0
2530,1757,2,171,1269,277,70.4,1569,3,10660,24,14,9,9,550,0,10,4.0,3,6,0
269,1767,38,489,814,459,280.3,82,170,16790,281,0,2,0,252,0,6,7.0,2,3,1
83,1707,1,100,454,128,133.9,30,0,28610,9,0,0,0,519,0,1,0.0,1,2,0
2953,3044,0,165,1928,185,172.9,22,6,26450,13,2,5,9,200,0,1,0.0,2,2,0
53,3345,0,46,391,64,122.6,12,2,21950,4,0,2,3,200,0,0,0.0,0,2,0
16,1000,0,424,196,395,145.2,115,0,5754,8,2,2,157,200,0,2,0.0,8,9,0
2771,2047,3,20,1020,227,133.1,44,140,21350,3,1,2,36,200,0,3,3.0,4,5,0
96,3113,1,1907,408,146,134.7,11,8,20240,4,0,6,0,1040,0,0,0.0,2,2,0
2730,3125,2,7196,2413,223,143.8,30,3,28220,37,1,2,18,200,0,2,3.0,2,3,0
3366,1320,2,131,946,32,130.1,32,91,19600,1,2,0,0,520,1,0,0.0,1,0,0
116,5612,1,443,1108,276,70.1,1351,7,10540,27,5,39,7,200,0,9,3.0,4,7,0
1452,3450,2,48,2110,24,126.3,303,207,27110,6,2,5,2,200,0,5,19.0,0,1,0
3,1742,2,96,913,78,122.4,226,0,15280,23,0,0,0,200,0,2,1.0,1,0,0
3483,1434,5,316,1000,820,58.7,1066,101,6398,21,12,5,52,634,5,9,1.0,3,15,0
3341,2417,4,7788,1051,1459,128.9,68,1,17090,627,6,9,4,375,0,7,25.0,9,10,0
2226,1000,2,258,693,90,136.4,20,33,13350,39,0,1,0,200,0,0,2.0,0,1,0
2249,4969,2,56,2270,2096,142.4,6,8,25730,5,13,3,2,200,0,0,0.0,7,14,0
2593,2403,0,28,1256,36,109.9,1446,4,5024,66,0,0,4,200,0,11,0.0,0,0,0
34,5432,2,36,1047,262,125.5,65,18,22430,8,1,3,22,200,0,0,1.0,3,3,0
475,3424,2,107,421,242,131.7,109,174,23460,34,1,5,16,200,0,4,0.0,3,3,0
24,2166,9,63,323,134,128.9,7,0,21130,26,2,4,0,717,0,0,0.0,2,1,0
3144,2904,1,175,1103,65,105.8,1322,110,5229,59,0,2,20,704,1,11,0.0,0,1,0
103,2794,2,381,232,298,182.0,58,7,15030,50,0,2,2,200,0,5,3.0,3,3,0
1015,1161,2,2159,365,424,137.9,24,3,25540,91,0,3,1,361,3,2,4.0,6,5,0
144,8846,0,178,411,185,140.9,92,0,20400,7,0,2,12,200,0,2,0.0,2,2,0
3195,4124,7,189,1231,404,124.7,30,153,25530,7,0,3,24,200,0,0,2.0,4,4,0
2524,1732,2,515,1227,102,133.4,37,37,24230,8,0,3,5,200,0,4,17.0,1,2,0
2855,1511,2,1606,1170,94,57.9,1482,92,4151,7,2,12,6,200,1,7,2.0,2,3,0
3196,2457,7,98,2045,246,142.6,31,1,25860,4,7,2,3,200,0,0,0.0,1,2,1
18,3989,1,125,819,73,137.6,24,6,20560,35,0,0,0,200,0,3,1.0,4,1,0
3335,2785,6,1063,1985,2996,135.7,67,104,26110,24,15,3,18,200,0,0,0.0,29,26,0
7,1933,1,800,161,543,130.5,111,150,3916,10,0,3,138,200,0,0,0.0,7,5,0
34,5916,0,34,1101,143,126.9,12,5,21710,2,0,4,6,200,0,0,0.0,2,1,0
3629,1336,3,219,981,300,61.6,1197,110,8271,12,4,3,5,536,3,5,2.0,3,3,0
15,6516,0,145,556,51,143.1,6,7,22030,6,0,0,0,200,0,0,0.0,0,0,0
299,3076,2,514,245,231,179.3,38,19,5617,27,1,4,1,200,0,6,0.0,14,3,0
30,1699,0,357,728,170,128.9,102,1,18530,34,0,2,2,200,0,2,1.0,2,2,0
3604,1525,3,2636,403,429,138.4,39,102,14739,5,1,1,37,375,0,7,0.0,10,8,0
18,2263,0,309,453,326,155.0,29,4,20620,31,2,2,1,733,0,2,2.0,2,2,0
16,4150,0,51,478,40,146.4,38,34,23990,2,3,1,4,200,0,3,1.0,0,0,0
57,4476,0,198,896,205,101.7,1161,6,4847,16,419,2,177,994,0,11,3.0,2,3,0
112,1859,0,89,2093,140,130.3,157,14,13490,5,0,13,2,200,0,0,3.0,0,11,0
12,2414,67,572,343,139,143.5,23,1,20950,25,0,2,14,200,0,4,2.0,4,2,1
140,1695,1,181,394,32,148.5,12,17,18740,5,0,0,0,200,0,19,0.0,0,0,0
142,2065,1,285,1185,593,70.0,1364,17,8736,33,9,8,12,200,0,11,0.0,5,6,0
3918,8116,1,6628,1051,1188,57.9,1038,128,3701,12,9,21,129,550,0,11,2.0,6,39,0
2905,4068,7,183,1366,605,132.2,11,220,22630,126,0,5,4,200,0,6,3.0,4,3,0
82,1795,0,1090,612,108,150.6,19,7,23880,4,0,0,0,995,0,0,0.0,0,0,0
3090,4927,2,2569,259,1972,154.6,36,282,11770,472,0,8,7,200,0,31,16.0,22,33,0
176,7035,0,850,943,99,131.1,12,2,20390,3,0,0,4,200,0,2,1.0,1,1,0
3512,7293,2,91,1097,89,109.1,1119,20,9082,47,0,3,52,543,0,11,0.0,1,1,0
1477,1237,7,715,982,826,61.4,1066,55,3817,6,12,1,6,437,4,6,2.0,5,12,0
16,1725,1,81,219,229,147.9,22,1,5814,15,1,2,19,200,2,2,1.0,4,4,0
179,1677,0,18,889,61,133.8,25,24,19290,0,0,1,16,200,2,2,0.0,0,2,0
2383,1487,4,98,120,227,138.6,33,5,7964,6,0,0,9,200,2,0,0.0,2,3,0
